time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL
33,1.5235e-25,1.14676e-20,3.12755e-20,2.95787e-09,9.9632e-12,1.66028e-05,2.92479e-41,5.22849e-18,5.00858e-37,6.37798e-29,9.61589e-13,1.40122e-34
34,1.52326e-25,1.20999e-20,3.19384e-20,3.04746e-09,9.96319e-12,1.66027e-05,3.18117e-41,5.71727e-18,5.28832e-37,6.95464e-29,1.02074e-12,1.4367e-34
35,1.52301e-25,1.2746e-20,3.25875e-20,3.13705e-09,9.96319e-12,1.66026e-05,3.45142e-41,6.23538e-18,5.57495e-37,7.56156e-29,1.08166e-12,1.47192e-34
36,1.52277e-25,1.34055e-20,3.32232e-20,3.22664e-09,9.96318e-12,1.66025e-05,3.7359e-41,6.78366e-18,5.86841e-37,8.19944e-29,1.14434e-12,1.50688e-34
37,1.52252e-25,1.40781e-20,3.38458e-20,3.31623e-09,9.96317e-12,1.66025e-05,4.03495e-41,7.36296e-18,6.16862e-37,8.86894e-29,1.20879e-12,1.54158e-34
38,1.52228e-25,1.47636e-20,3.44555e-20,3.40581e-09,9.96316e-12,1.66024e-05,4.34892e-41,7.97414e-18,6.47554e-37,9.57076e-29,1.275e-12,1.57603e-34
39,1.52204e-25,1.54618e-20,3.50526e-20,3.49539e-09,9.96315e-12,1.66023e-05,4.67815e-41,8.61805e-18,6.78911e-37,1.03056e-28,1.34297e-12,1.61021e-34
40,1.52179e-25,1.61722e-20,3.56373e-20,3.58497e-09,9.96315e-12,1.66022e-05,5.023e-41,9.29552e-18,7.10927e-37,1.1074e-28,1.41271e-12,1.64415e-34
41,1.52155e-25,1.68948e-20,3.621e-20,3.67454e-09,9.96314e-12,1.66021e-05,5.38381e-41,1.00074e-17,7.43595e-37,1.18769e-28,1.48422e-12,1.67783e-34
42,1.52131e-25,1.76291e-20,3.67708e-20,3.76412e-09,9.96313e-12,1.6602e-05,5.76093e-41,1.07546e-17,7.7691e-37,1.27147e-28,1.55749e-12,1.71127e-34
43,1.52106e-25,1.8375e-20,3.73201e-20,3.85369e-09,9.96312e-12,1.66019e-05,6.1547e-41,1.15379e-17,8.10867e-37,1.35883e-28,1.63253e-12,1.74445e-34
44,1.52082e-25,1.91322e-20,3.78582e-20,3.94326e-09,9.96311e-12,1.66018e-05,6.56547e-41,1.23581e-17,8.45459e-37,1.44983e-28,1.70932e-12,1.77739e-34
45,1.52058e-25,1.99003e-20,3.83853e-20,4.03283e-09,9.96311e-12,1.66017e-05,6.9936e-41,1.32162e-17,8.8068e-37,1.54453e-28,1.78789e-12,1.81009e-34
46,1.52033e-25,2.06792e-20,3.89016e-20,4.12239e-09,9.9631e-12,1.66016e-05,7.43942e-41,1.41129e-17,9.16525e-37,1.64301e-28,1.86822e-12,1.84255e-34
47,1.52009e-25,2.14685e-20,3.94075e-20,4.21195e-09,9.96309e-12,1.66016e-05,7.90328e-41,1.50492e-17,9.52988e-37,1.74533e-28,1.95031e-12,1.87476e-34
48,1.51985e-25,2.2268e-20,3.99032e-20,4.30151e-09,9.96308e-12,1.66015e-05,8.38553e-41,1.60258e-17,9.90062e-37,1.85157e-28,2.03416e-12,1.90674e-34
49,1.5196e-25,2.30774e-20,4.0389e-20,4.39107e-09,9.96307e-12,1.66014e-05,8.88653e-41,1.70437e-17,1.02774e-36,1.96178e-28,2.11979e-12,1.93848e-34
50,1.51936e-25,2.38964e-20,4.08651e-20,4.48062e-09,9.96307e-12,1.66013e-05,9.40661e-41,1.81036e-17,1.06602e-36,2.07604e-28,2.20717e-12,1.96999e-34
51,1.51912e-25,2.47248e-20,4.13319e-20,4.57018e-09,9.96306e-12,1.66012e-05,9.94612e-41,1.92064e-17,1.1049e-36,2.19442e-28,2.29632e-12,2.00126e-34
52,1.51887e-25,2.55623e-20,4.17896e-20,4.65973e-09,9.96305e-12,1.66011e-05,1.05054e-40,2.0353e-17,1.14436e-36,2.31697e-28,2.38723e-12,2.0323e-34
53,1.51863e-25,2.64087e-20,4.22384e-20,4.74928e-09,9.96304e-12,1.6601e-05,1.10848e-40,2.15442e-17,1.18441e-36,2.44379e-28,2.47991e-12,2.06312e-34
54,1.51839e-25,2.72636e-20,4.26787e-20,4.83882e-09,9.96303e-12,1.66009e-05,1.16847e-40,2.27808e-17,1.22503e-36,2.57492e-28,2.57435e-12,2.09371e-34
55,1.51815e-25,2.8127e-20,4.31105e-20,4.92836e-09,9.96303e-12,1.66008e-05,1.23053e-40,2.40637e-17,1.26622e-36,2.71039e-28,2.67056e-12,2.12407e-34
56,1.5179e-25,2.89991e-20,4.35336e-20,5.0179e-09,9.96302e-12,1.66007e-05,1.29464e-40,2.53935e-17,1.30799e-36,2.85013e-28,2.76853e-12,2.15421e-34
57,1.51766e-25,2.98799e-20,4.3948e-20,5.10744e-09,9.96301e-12,1.66007e-05,1.36084e-40,2.67711e-17,1.35033e-36,2.99417e-28,2.86826e-12,2.18412e-34
58,1.51742e-25,3.07691e-20,4.4354e-20,5.19698e-09,9.963e-12,1.66006e-05,1.42914e-40,2.81971e-17,1.39323e-36,3.14257e-28,2.96976e-12,2.21382e-34
59,1.51717e-25,3.16665e-20,4.47518e-20,5.28651e-09,9.96299e-12,1.66005e-05,1.49958e-40,2.96726e-17,1.4367e-36,3.29537e-28,3.07302e-12,2.24329e-34
60,1.51693e-25,3.25719e-20,4.51415e-20,5.37605e-09,9.96299e-12,1.66004e-05,1.57219e-40,3.11982e-17,1.48071e-36,3.45263e-28,3.17804e-12,2.27254e-34
61,1.51669e-25,3.34852e-20,4.55235e-20,5.46557e-09,9.96298e-12,1.66003e-05,1.64699e-40,3.27749e-17,1.52528e-36,3.6144e-28,3.28483e-12,2.30157e-34
62,1.51645e-25,3.4406e-20,4.58978e-20,5.5551e-09,9.96297e-12,1.66002e-05,1.72403e-40,3.44034e-17,1.57039e-36,3.78072e-28,3.39338e-12,2.33039e-34
63,1.5162e-25,3.53343e-20,4.62647e-20,5.64463e-09,9.96296e-12,1.66001e-05,1.80332e-40,3.60846e-17,1.61604e-36,3.95166e-28,3.5037e-12,2.35899e-34
64,1.51596e-25,3.62698e-20,4.66244e-20,5.73415e-09,9.96295e-12,1.66e-05,1.88489e-40,3.78193e-17,1.66222e-36,4.12725e-28,3.61578e-12,2.38738e-34
65,1.51572e-25,3.72123e-20,4.69771e-20,5.82367e-09,9.96295e-12,1.65999e-05,1.96877e-40,3.96083e-17,1.70894e-36,4.30755e-28,3.72962e-12,2.41556e-34
66,1.51548e-25,3.81616e-20,4.73229e-20,5.91319e-09,9.96294e-12,1.65999e-05,2.055e-40,4.14524e-17,1.75617e-36,4.49262e-28,3.84523e-12,2.44353e-34
67,1.51523e-25,3.91175e-20,4.76622e-20,6.0027e-09,9.96293e-12,1.65998e-05,2.14361e-40,4.33526e-17,1.80393e-36,4.6825e-28,3.9626e-12,2.4713e-34
68,1.51499e-25,4.00798e-20,4.79951e-20,6.09221e-09,9.96292e-12,1.65997e-05,2.23461e-40,4.53096e-17,1.8522e-36,4.87724e-28,4.08173e-12,2.49885e-34
69,1.51475e-25,4.10483e-20,4.83218e-20,6.18172e-09,9.96291e-12,1.65996e-05,2.32804e-40,4.73242e-17,1.90098e-36,5.07689e-28,4.20263e-12,2.52621e-34
70,1.51451e-25,4.20228e-20,4.86425e-20,6.27123e-09,9.96291e-12,1.65995e-05,2.42394e-40,4.93972e-17,1.95026e-36,5.28151e-28,4.32529e-12,2.55336e-34
71,1.51426e-25,4.30031e-20,4.89573e-20,6.36074e-09,9.9629e-12,1.65994e-05,2.52232e-40,5.15296e-17,2.00004e-36,5.49115e-28,4.44971e-12,2.5803e-34
72,1.51402e-25,4.39889e-20,4.92666e-20,6.45024e-09,9.96289e-12,1.65993e-05,2.62322e-40,5.3722e-17,2.05032e-36,5.70585e-28,4.57589e-12,2.60705e-34
73,1.51378e-25,4.49802e-20,4.95705e-20,6.53974e-09,9.96288e-12,1.65992e-05,2.72667e-40,5.59754e-17,2.10108e-36,5.92568e-28,4.70384e-12,2.6336e-34
74,1.51354e-25,4.59767e-20,4.98692e-20,6.62924e-09,9.96287e-12,1.65991e-05,2.83269e-40,5.82906e-17,2.15233e-36,6.15067e-28,4.83356e-12,2.65996e-34
75,1.5133e-25,4.69781e-20,5.01629e-20,6.71874e-09,9.96287e-12,1.6599e-05,2.94132e-40,6.06683e-17,2.20406e-36,6.38088e-28,4.96503e-12,2.68612e-34
76,1.51305e-25,4.79844e-20,5.04519e-20,6.80823e-09,9.96286e-12,1.6599e-05,3.05258e-40,6.31095e-17,2.25626e-36,6.61636e-28,5.09827e-12,2.71209e-34
77,1.51281e-25,4.90449e-20,5.06865e-20,6.89772e-09,9.96285e-12,1.65989e-05,3.16404e-40,6.5605e-17,2.30929e-36,6.84464e-28,5.23327e-12,2.73775e-34
78,1.51257e-25,5.00527e-20,5.09738e-20,6.98721e-09,9.96284e-12,1.65988e-05,3.28102e-40,6.81769e-17,2.36237e-36,7.09267e-28,5.37003e-12,2.76336e-34
79,1.51233e-25,5.10673e-20,5.12545e-20,7.0767e-09,9.96283e-12,1.65987e-05,3.40061e-40,7.08143e-17,2.41592e-36,7.34549e-28,5.50856e-12,2.78877e-34
80,1.51209e-25,5.20883e-20,5.15286e-20,7.16618e-09,9.96283e-12,1.65986e-05,3.52282e-40,7.35179e-17,2.46995e-36,7.60315e-28,5.64885e-12,2.81399e-34
81,1.51184e-25,5.31156e-20,5.17964e-20,7.25567e-09,9.96282e-12,1.65985e-05,3.64768e-40,7.62885e-17,2.52444e-36,7.86569e-28,5.7909e-12,2.83901e-34
82,1.5116e-25,5.41491e-20,5.20581e-20,7.34515e-09,9.96281e-12,1.65984e-05,3.77523e-40,7.9127e-17,2.5794e-36,8.13317e-28,5.93472e-12,2.86385e-34
83,1.51136e-25,5.51885e-20,5.23138e-20,7.43462e-09,9.9628e-12,1.65983e-05,3.90549e-40,8.20342e-17,2.63481e-36,8.40562e-28,6.0803e-12,2.88851e-34
84,1.51112e-25,5.62338e-20,5.25638e-20,7.5241e-09,9.96279e-12,1.65982e-05,4.03848e-40,8.50109e-17,2.69068e-36,8.68309e-28,6.22764e-12,2.91297e-34
85,1.51088e-25,5.72846e-20,5.28081e-20,7.61357e-09,9.96279e-12,1.65981e-05,4.17425e-40,8.80579e-17,2.74699e-36,8.96562e-28,6.37674e-12,2.93726e-34
86,1.51063e-25,5.83408e-20,5.3047e-20,7.70304e-09,9.96278e-12,1.65981e-05,4.3128e-40,9.11761e-17,2.80374e-36,9.25325e-28,6.52761e-12,2.96136e-34
87,1.51039e-25,5.94024e-20,5.32806e-20,7.79251e-09,9.96277e-12,1.6598e-05,4.45417e-40,9.43662e-17,2.86094e-36,9.54603e-28,6.68023e-12,2.98528e-34
88,1.51015e-25,6.04691e-20,5.35091e-20,7.88198e-09,9.96276e-12,1.65979e-05,4.59839e-40,9.76291e-17,2.91857e-36,9.84399e-28,6.83462e-12,3.00901e-34
89,1.50991e-25,6.15408e-20,5.37325e-20,7.97144e-09,9.96275e-12,1.65978e-05,4.74548e-40,1.00966e-16,2.97662e-36,1.01472e-27,6.99078e-12,3.03258e-34
90,1.50967e-25,6.26173e-20,5.39511e-20,8.0609e-09,9.96275e-12,1.65977e-05,4.89548e-40,1.04376e-16,3.0351e-36,1.04556e-27,7.14869e-12,3.05596e-34
91,1.50943e-25,6.36986e-20,5.4165e-20,8.15036e-09,9.96274e-12,1.65976e-05,5.04839e-40,1.07863e-16,3.094e-36,1.07693e-27,7.30837e-12,3.07917e-34
92,1.50918e-25,6.47844e-20,5.43743e-20,8.23982e-09,9.96273e-12,1.65975e-05,5.20426e-40,1.11425e-16,3.15331e-36,1.10884e-27,7.46981e-12,3.10221e-34
93,1.50894e-25,6.58747e-20,5.45792e-20,8.32927e-09,9.96272e-12,1.65974e-05,5.36311e-40,1.15064e-16,3.21304e-36,1.14128e-27,7.63301e-12,3.12507e-34
94,1.5087e-25,6.69693e-20,5.47798e-20,8.41872e-09,9.96271e-12,1.65973e-05,5.52495e-40,1.1878e-16,3.27317e-36,1.17425e-27,7.79798e-12,3.14777e-34
95,1.50846e-25,6.80681e-20,5.49761e-20,8.50817e-09,9.96271e-12,1.65973e-05,5.68982e-40,1.22576e-16,3.3337e-36,1.20777e-27,7.9647e-12,3.17029e-34
96,1.50822e-25,6.9171e-20,5.51683e-20,8.59762e-09,9.9627e-12,1.65972e-05,5.85775e-40,1.2645e-16,3.39463e-36,1.24184e-27,8.13319e-12,3.19265e-34
97,1.50798e-25,7.02779e-20,5.53566e-20,8.68707e-09,9.96269e-12,1.65971e-05,6.02875e-40,1.30405e-16,3.45595e-36,1.27645e-27,8.30344e-12,3.21484e-34
98,1.50774e-25,7.13887e-20,5.55409e-20,8.77651e-09,9.96268e-12,1.6597e-05,6.20285e-40,1.3444e-16,3.51766e-36,1.31161e-27,8.47545e-12,3.23687e-34
99,1.5075e-25,7.25033e-20,5.57215e-20,8.86595e-09,9.96268e-12,1.65969e-05,6.38007e-40,1.38557e-16,3.57976e-36,1.34732e-27,8.64923e-12,3.25873e-34
100,1.50725e-25,7.36285e-20,5.58914e-20,8.95539e-09,9.96267e-12,1.65968e-05,6.56048e-40,1.42756e-16,3.64222e-36,1.38342e-27,8.82476e-12,3.28043e-34
