time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL
25,1.5773e-30,5.96984e-28,1.20305e-22,2.19699e-07,9.94435e-24,1.63861e-05,1.45705e-42,2.26384e-16,2.61384e-37,3.38328e-32,5.40705e-14,1.76454e-30
26,1.53047e-30,6.20862e-28,1.20305e-22,2.28303e-07,9.94358e-24,1.63775e-05,1.59994e-42,2.54498e-16,2.74134e-37,3.64538e-32,5.84342e-14,1.81137e-30
27,1.48503e-30,6.4474e-28,1.20305e-22,2.36894e-07,9.94282e-24,1.63689e-05,1.74783e-42,2.84836e-16,2.87008e-37,3.91622e-32,6.29634e-14,1.85681e-30
28,1.44094e-30,6.68617e-28,1.20305e-22,2.4547e-07,9.94206e-24,1.63603e-05,1.90012e-42,3.17479e-16,3.00079e-37,4.19568e-32,6.76576e-14,1.9009e-30
29,1.39817e-30,6.92495e-28,1.20305e-22,2.54032e-07,9.94129e-24,1.63517e-05,2.05616e-42,3.52511e-16,3.13431e-37,4.48368e-32,7.25165e-14,1.94367e-30
30,1.3567e-30,7.16373e-28,1.20305e-22,2.62581e-07,9.94053e-24,1.63432e-05,2.21525e-42,3.90013e-16,3.27157e-37,4.78009e-32,7.75396e-14,1.98514e-30
31,1.31649e-30,7.4025e-28,1.20305e-22,2.71116e-07,9.93977e-24,1.63347e-05,2.37661e-42,4.30068e-16,3.41364e-37,5.08484e-32,8.27265e-14,2.02535e-30
32,1.27752e-30,7.64127e-28,1.20305e-22,2.79637e-07,9.939e-24,1.63261e-05,2.53941e-42,4.72756e-16,3.56168e-37,5.39782e-32,8.80768e-14,2.06431e-30
33,1.23972e-30,7.88005e-28,1.20305e-22,2.88144e-07,9.93824e-24,1.63176e-05,2.70467e-42,5.18161e-16,3.71354e-37,5.71892e-32,9.35901e-14,2.10211e-30
34,1.203e-30,8.11882e-28,1.20305e-22,2.96638e-07,9.93748e-24,1.63091e-05,2.87349e-42,5.66364e-16,3.86693e-37,6.04803e-32,9.9266e-14,2.13883e-30
35,1.16734e-30,8.35759e-28,1.20305e-22,3.05117e-07,9.93671e-24,1.63007e-05,3.04536e-42,6.17446e-16,4.02244e-37,6.38504e-32,1.05104e-13,2.1745e-30
36,1.13269e-30,8.59636e-28,1.20305e-22,3.13583e-07,9.93595e-24,1.62922e-05,3.21972e-42,6.71487e-16,4.18076e-37,6.72987e-32,1.11104e-13,2.20915e-30
37,1.09903e-30,8.83513e-28,1.20304e-22,3.22036e-07,9.93519e-24,1.62837e-05,3.39598e-42,7.2857e-16,4.34264e-37,7.08241e-32,1.17265e-13,2.2428e-30
38,1.06634e-30,9.0739e-28,1.20304e-22,3.30474e-07,9.93442e-24,1.62753e-05,3.5735e-42,7.88774e-16,4.50894e-37,7.44259e-32,1.23587e-13,2.27549e-30
39,1.03459e-30,9.31266e-28,1.20304e-22,3.38899e-07,9.93366e-24,1.62669e-05,3.75162e-42,8.52179e-16,4.68054e-37,7.8103e-32,1.30069e-13,2.30724e-30
40,1.00376e-30,9.55143e-28,1.20304e-22,3.4731e-07,9.9329e-24,1.62585e-05,3.9296e-42,9.18865e-16,4.85845e-37,8.18547e-32,1.36712e-13,2.33808e-30
41,9.73812e-31,9.79019e-28,1.20304e-22,3.55708e-07,9.93213e-24,1.62501e-05,4.10671e-42,9.88913e-16,5.0437e-37,8.56799e-32,1.43514e-13,2.36802e-30
42,9.44741e-31,1.0029e-27,1.20304e-22,3.64092e-07,9.93137e-24,1.62417e-05,4.28214e-42,1.0624e-15,5.23745e-37,8.95779e-32,1.50476e-13,2.39709e-30
43,9.16522e-31,1.02677e-27,1.20304e-22,3.72463e-07,9.93061e-24,1.62333e-05,4.45507e-42,1.13941e-15,5.44088e-37,9.35478e-32,1.57596e-13,2.42531e-30
44,8.89139e-31,1.05065e-27,1.20304e-22,3.8082e-07,9.92985e-24,1.6225e-05,4.62462e-42,1.22002e-15,5.6553e-37,9.75888e-32,1.64875e-13,2.45269e-30
45,8.62577e-31,1.07452e-27,1.20304e-22,3.89163e-07,9.92908e-24,1.62166e-05,4.78987e-42,1.30431e-15,5.88205e-37,1.017e-31,1.72312e-13,2.47926e-30
46,8.36821e-31,1.0984e-27,1.20304e-22,3.97493e-07,9.92832e-24,1.62083e-05,4.94988e-42,1.39235e-15,6.12256e-37,1.05881e-31,1.79907e-13,2.50501e-30
47,8.11858e-31,1.12228e-27,1.20304e-22,4.05809e-07,9.92756e-24,1.62e-05,5.10365e-42,1.48423e-15,6.37834e-37,1.1013e-31,1.87659e-13,2.52998e-30
48,7.87678e-31,1.14615e-27,1.20304e-22,4.14112e-07,9.92679e-24,1.61917e-05,5.25014e-42,1.58002e-15,6.65097e-37,1.14447e-31,1.95567e-13,2.55415e-30
49,7.64273e-31,1.17003e-27,1.20304e-22,4.22402e-07,9.92603e-24,1.61834e-05,5.38829e-42,1.6798e-15,6.94211e-37,1.18832e-31,2.03633e-13,2.57756e-30
50,7.41634e-31,1.1939e-27,1.20304e-22,4.30678e-07,9.92527e-24,1.61751e-05,5.51698e-42,1.78366e-15,7.25349e-37,1.23282e-31,2.11854e-13,2.6002e-30
51,7.19756e-31,1.21778e-27,1.20304e-22,4.38941e-07,9.92451e-24,1.61668e-05,5.63507e-42,1.89166e-15,7.5869e-37,1.27799e-31,2.20231e-13,2.62208e-30
52,6.98635e-31,1.24166e-27,1.20304e-22,4.4719e-07,9.92375e-24,1.61586e-05,5.74135e-42,2.00388e-15,7.94424e-37,1.3238e-31,2.28763e-13,2.6432e-30
53,6.78268e-31,1.26553e-27,1.20304e-22,4.55426e-07,9.92298e-24,1.61504e-05,5.8346e-42,2.12041e-15,8.32746e-37,1.37026e-31,2.3745e-13,2.66356e-30
54,6.58654e-31,1.28941e-27,1.20304e-22,4.63649e-07,9.92222e-24,1.61421e-05,5.91355e-42,2.24132e-15,8.73857e-37,1.41735e-31,2.46292e-13,2.68318e-30
55,6.39758e-31,1.31328e-27,1.20303e-22,4.71858e-07,9.92146e-24,1.61339e-05,5.97926e-42,2.36668e-15,9.17565e-37,1.46507e-31,2.55287e-13,2.70207e-30
56,6.21449e-31,1.33716e-27,1.20303e-22,4.80054e-07,9.9207e-24,1.61257e-05,6.03885e-42,2.49657e-15,9.62643e-37,1.5134e-31,2.64437e-13,2.72038e-30
57,6.037e-31,1.36103e-27,1.20303e-22,4.88237e-07,9.91993e-24,1.61175e-05,6.09299e-42,2.63108e-15,1.00897e-36,1.56234e-31,2.73739e-13,2.73813e-30
58,5.86492e-31,1.38491e-27,1.20303e-22,4.96406e-07,9.91917e-24,1.61094e-05,6.14178e-42,2.77028e-15,1.0565e-36,1.61188e-31,2.83195e-13,2.75534e-30
59,5.69807e-31,1.40878e-27,1.20303e-22,5.04563e-07,9.91841e-24,1.61012e-05,6.18537e-42,2.91424e-15,1.10522e-36,1.66201e-31,2.92802e-13,2.77202e-30
60,5.53629e-31,1.43266e-27,1.20303e-22,5.12706e-07,9.91765e-24,1.60931e-05,6.22391e-42,3.06304e-15,1.15509e-36,1.71273e-31,3.02562e-13,2.7882e-30
61,5.37942e-31,1.45653e-27,1.20303e-22,5.20836e-07,9.91689e-24,1.60849e-05,6.25758e-42,3.21675e-15,1.20606e-36,1.76403e-31,3.12474e-13,2.80389e-30
62,5.22729e-31,1.48041e-27,1.20303e-22,5.28953e-07,9.91613e-24,1.60768e-05,6.28659e-42,3.37546e-15,1.25809e-36,1.8159e-31,3.22537e-13,2.8191e-30
63,5.07976e-31,1.50428e-27,1.20303e-22,5.37056e-07,9.91536e-24,1.60687e-05,6.31115e-42,3.53924e-15,1.31114e-36,1.86833e-31,3.32751e-13,2.83386e-30
64,4.93668e-31,1.52816e-27,1.20303e-22,5.45147e-07,9.9146e-24,1.60606e-05,6.33153e-42,3.70816e-15,1.36515e-36,1.92133e-31,3.43115e-13,2.84816e-30
65,4.79793e-31,1.55203e-27,1.20303e-22,5.53224e-07,9.91384e-24,1.60526e-05,6.34798e-42,3.8823e-15,1.42008e-36,1.97487e-31,3.5363e-13,2.86204e-30
66,4.66336e-31,1.57591e-27,1.20303e-22,5.61288e-07,9.91308e-24,1.60445e-05,6.36082e-42,4.06173e-15,1.47587e-36,2.02896e-31,3.64294e-13,2.87549e-30
67,4.53287e-31,1.59978e-27,1.20303e-22,5.6934e-07,9.91232e-24,1.60364e-05,6.37035e-42,4.24653e-15,1.53246e-36,2.08359e-31,3.75108e-13,2.88854e-30
68,4.40632e-31,1.62366e-27,1.20303e-22,5.77378e-07,9.91156e-24,1.60284e-05,6.37691e-42,4.43677e-15,1.58978e-36,2.13875e-31,3.8607e-13,2.9012e-30
69,4.28363e-31,1.64753e-27,1.20303e-22,5.85403e-07,9.9108e-24,1.60204e-05,6.38088e-42,4.63252e-15,1.64778e-36,2.19444e-31,3.97182e-13,2.91347e-30
70,4.16467e-31,1.67141e-27,1.20303e-22,5.93416e-07,9.91004e-24,1.60124e-05,6.38264e-42,4.83387e-15,1.70638e-36,2.25065e-31,4.08441e-13,2.92536e-30
71,4.04936e-31,1.69528e-27,1.20303e-22,6.01415e-07,9.90927e-24,1.60044e-05,6.3826e-42,5.04088e-15,1.76551e-36,2.30737e-31,4.19848e-13,2.93689e-30
72,3.93761e-31,1.71915e-27,1.20303e-22,6.09401e-07,9.90851e-24,1.59964e-05,6.38119e-42,5.25363e-15,1.82509e-36,2.3646e-31,4.31403e-13,2.94807e-30
73,3.82933e-31,1.74303e-27,1.20302e-22,6.17375e-07,9.90775e-24,1.59884e-05,6.37887e-42,5.47219e-15,1.88505e-36,2.42234e-31,4.43104e-13,2.9589e-30
74,3.72445e-31,1.7669e-27,1.20302e-22,6.25335e-07,9.90699e-24,1.59804e-05,6.37613e-42,5.69663e-15,1.94531e-36,2.48057e-31,4.54953e-13,2.96938e-30
75,3.6229e-31,1.79078e-27,1.20302e-22,6.33283e-07,9.90623e-24,1.59725e-05,6.37346e-42,5.92703e-15,2.00578e-36,2.53929e-31,4.66947e-13,2.97954e-30
76,3.52462e-31,1.81465e-27,1.20302e-22,6.41218e-07,9.90547e-24,1.59646e-05,6.37139e-42,6.16347e-15,2.06636e-36,2.5985e-31,4.79088e-13,2.98937e-30
77,3.42953e-31,1.83853e-27,1.20302e-22,6.49139e-07,9.90471e-24,1.59566e-05,6.37077e-42,6.406e-15,2.12693e-36,2.65819e-31,4.91374e-13,2.99888e-30
78,3.33724e-31,1.8624e-27,1.20302e-22,6.57049e-07,9.90395e-24,1.59487e-05,6.37728e-42,6.65471e-15,2.18654e-36,2.71835e-31,5.03805e-13,3.0081e-30
79,3.24754e-31,1.88627e-27,1.20302e-22,6.64945e-07,9.90319e-24,1.59408e-05,6.39402e-42,6.90967e-15,2.24469e-36,2.77897e-31,5.16381e-13,3.01708e-30
80,3.16031e-31,1.91015e-27,1.20302e-22,6.72828e-07,9.90243e-24,1.59329e-05,6.42257e-42,7.17095e-15,2.30111e-36,2.84006e-31,5.29101e-13,3.0258e-30
81,3.07547e-31,1.93402e-27,1.20302e-22,6.80699e-07,9.90167e-24,1.59251e-05,6.4646e-42,7.43863e-15,2.35553e-36,2.9016e-31,5.41966e-13,3.03428e-30
82,2.99292e-31,1.95789e-27,1.20302e-22,6.88557e-07,9.90091e-24,1.59172e-05,6.5218e-42,7.71277e-15,2.40768e-36,2.96359e-31,5.54974e-13,3.04254e-30
83,2.91258e-31,1.98177e-27,1.20302e-22,6.96402e-07,9.90015e-24,1.59094e-05,6.59598e-42,7.99344e-15,2.45726e-36,3.02603e-31,5.68125e-13,3.05057e-30
84,2.83434e-31,2.00564e-27,1.20302e-22,7.04235e-07,9.89939e-24,1.59015e-05,6.68896e-42,8.28073e-15,2.50397e-36,3.0889e-31,5.81419e-13,3.05839e-30
85,2.75815e-31,2.02952e-27,1.20302e-22,7.12055e-07,9.89863e-24,1.58937e-05,6.80265e-42,8.57469e-15,2.5475e-36,3.15221e-31,5.94855e-13,3.06601e-30
86,2.68391e-31,2.05339e-27,1.20302e-22,7.19862e-07,9.89786e-24,1.58859e-05,6.93903e-42,8.87541e-15,2.58753e-36,3.21594e-31,6.08434e-13,3.07344e-30
87,2.61155e-31,2.07726e-27,1.20302e-22,7.27657e-07,9.8971e-24,1.58781e-05,7.10013e-42,9.18294e-15,2.62374e-36,3.2801e-31,6.22154e-13,3.08067e-30
88,2.541e-31,2.10114e-27,1.20302e-22,7.35439e-07,9.89634e-24,1.58703e-05,7.28804e-42,9.49737e-15,2.65577e-36,3.34468e-31,6.36016e-13,3.08773e-30
89,2.47221e-31,2.12501e-27,1.20302e-22,7.43208e-07,9.89558e-24,1.58626e-05,7.50492e-42,9.81876e-15,2.68328e-36,3.40966e-31,6.50019e-13,3.09461e-30
90,2.40509e-31,2.14888e-27,1.20302e-22,7.50965e-07,9.89482e-24,1.58548e-05,7.75299e-42,1.01472e-14,2.70591e-36,3.47506e-31,6.64162e-13,3.10132e-30
91,2.33961e-31,2.17276e-27,1.20301e-22,7.58709e-07,9.89406e-24,1.58471e-05,8.03455e-42,1.04827e-14,2.7233e-36,3.54086e-31,6.78446e-13,3.10787e-30
92,2.2757e-31,2.19663e-27,1.20301e-22,7.66441e-07,9.89331e-24,1.58393e-05,8.35193e-42,1.08254e-14,2.73505e-36,3.60706e-31,6.9287e-13,3.11426e-30
93,2.21331e-31,2.2205e-27,1.20301e-22,7.7416e-07,9.89255e-24,1.58316e-05,8.70756e-42,1.11754e-14,2.74079e-36,3.67365e-31,7.07433e-13,3.1205e-30
94,2.1524e-31,2.24437e-27,1.20301e-22,7.81867e-07,9.89179e-24,1.58239e-05,9.10391e-42,1.15326e-14,2.74011e-36,3.74064e-31,7.22135e-13,3.12659e-30
95,2.09292e-31,2.26825e-27,1.20301e-22,7.89561e-07,9.89103e-24,1.58162e-05,9.54351e-42,1.18972e-14,2.73261e-36,3.80801e-31,7.36976e-13,3.13254e-30
96,2.03484e-31,2.29212e-27,1.20301e-22,7.97243e-07,9.89027e-24,1.58085e-05,1.0029e-41,1.22693e-14,2.71786e-36,3.87576e-31,7.51956e-13,3.13834e-30
97,1.97813e-31,2.31599e-27,1.20301e-22,8.04912e-07,9.88951e-24,1.58009e-05,1.05629e-41,1.26489e-14,2.69544e-36,3.94389e-31,7.67073e-13,3.14401e-30
98,1.92275e-31,2.33987e-27,1.20301e-22,8.12569e-07,9.88875e-24,1.57932e-05,1.11482e-41,1.30361e-14,2.6649e-36,4.01239e-31,7.82329e-13,3.14955e-30
99,1.86867e-31,2.36374e-27,1.20301e-22,8.20214e-07,9.88799e-24,1.57856e-05,1.17875e-41,1.3431e-14,2.62581e-36,4.08125e-31,7.97721e-13,3.15496e-30
100,1.8167e-31,2.38761e-27,1.20301e-22,8.27846e-07,9.88723e-24,1.57779e-05,1.2653e-41,1.38335e-14,2.55066e-36,4.15052e-31,8.13251e-13,3.16016e-30
