time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL
29,3.34169e-34,6.12505e-35,9.36142e-32,2.58021e-07,9.96347e-26,1.63478e-05,-1.13163e-53,1.76895e-20,1.81346e-44,4.5718e-42,7.38943e-16,2.71868e-43
30,3.34169e-34,6.31007e-35,9.28081e-32,2.66846e-07,9.96347e-26,1.63389e-05,-1.29181e-53,1.90708e-20,2.06958e-44,4.877e-42,7.90641e-16,2.7928e-43
31,3.34168e-34,6.4935e-35,9.20089e-32,2.75667e-07,9.96347e-26,1.63301e-05,-1.46684e-53,2.04762e-20,2.34941e-44,5.19104e-42,8.44077e-16,2.86454e-43
32,3.34168e-34,6.67536e-35,9.12166e-32,2.84483e-07,9.96347e-26,1.63213e-05,-1.65777e-53,2.18991e-20,2.65464e-44,5.51384e-42,8.99251e-16,2.93371e-43
33,3.34167e-34,6.85564e-35,9.04311e-32,2.93294e-07,9.96347e-26,1.63125e-05,-2.3605e-53,2.33321e-20,3.77665e-44,5.8453e-42,9.5616e-16,2.92118e-43
34,3.34167e-34,7.03438e-35,8.96524e-32,3.021e-07,9.96347e-26,1.63037e-05,-4.11157e-53,2.47671e-20,6.5717e-44,6.18532e-42,1.01481e-15,2.74129e-43
35,3.34166e-34,7.21157e-35,8.88804e-32,3.10902e-07,9.96347e-26,1.62949e-05,-7.04132e-53,2.61961e-20,1.12478e-43,6.53382e-42,1.07518e-15,2.37323e-43
36,3.34166e-34,7.38725e-35,8.8115e-32,3.19699e-07,9.96347e-26,1.62861e-05,-1.12855e-52,2.76105e-20,1.80216e-43,6.8907e-42,1.1373e-15,1.79534e-43
37,3.34165e-34,7.56141e-35,8.73563e-32,3.28491e-07,9.96347e-26,1.62773e-05,-1.69855e-52,2.90013e-20,2.71186e-43,7.25589e-42,1.20114e-15,9.85065e-44
38,3.34165e-34,7.73407e-35,8.66041e-32,3.37278e-07,9.96347e-26,1.62685e-05,-2.42877e-52,3.03588e-20,3.87727e-43,7.62929e-42,1.26672e-15,-8.09957e-45
39,3.34164e-34,7.90525e-35,8.58584e-32,3.46061e-07,9.96347e-26,1.62597e-05,-3.33444e-52,3.16729e-20,5.32268e-43,8.01083e-42,1.33403e-15,-1.42712e-43
40,3.34163e-34,8.07495e-35,8.5119e-32,3.54839e-07,9.96347e-26,1.62509e-05,-4.43131e-52,3.29333e-20,7.07322e-43,8.40042e-42,1.40306e-15,-3.07847e-43
41,3.34163e-34,8.2432e-35,8.43861e-32,3.63612e-07,9.96347e-26,1.62422e-05,-5.73568e-52,3.41287e-20,9.1549e-43,8.79797e-42,1.47383e-15,-5.06104e-43
42,3.34162e-34,8.41e-35,8.36595e-32,3.7238e-07,9.96347e-26,1.62334e-05,-7.26439e-52,3.52478e-20,1.15946e-42,9.20342e-42,1.54633e-15,-7.40173e-43
43,3.34162e-34,8.57536e-35,8.29391e-32,3.81144e-07,9.96347e-26,1.62246e-05,-9.03483e-52,3.62784e-20,1.44201e-42,9.61667e-42,1.62055e-15,-1.01283e-42
44,3.34161e-34,8.7393e-35,8.2225e-32,3.89903e-07,9.96347e-26,1.62159e-05,-1.10649e-51,3.72081e-20,1.76599e-42,1.00376e-41,1.69649e-15,-1.32693e-42
45,3.34161e-34,8.90183e-35,8.1517e-32,3.98657e-07,9.96347e-26,1.62071e-05,-1.33732e-51,3.80238e-20,2.13436e-42,1.04663e-41,1.77417e-15,-1.68544e-42
46,3.3416e-34,9.06296e-35,8.08151e-32,4.07407e-07,9.96347e-26,1.61984e-05,-1.59785e-51,3.87121e-20,2.55016e-42,1.09025e-41,1.85356e-15,-2.09137e-42
47,3.3416e-34,9.2227e-35,8.01193e-32,4.16151e-07,9.96347e-26,1.61896e-05,-1.89006e-51,3.92589e-20,3.0165e-42,1.13462e-41,1.93468e-15,-2.54787e-42
48,3.34159e-34,9.38107e-35,7.94295e-32,4.24891e-07,9.96347e-26,1.61809e-05,-2.21595e-51,3.96499e-20,3.53659e-42,1.17973e-41,2.01753e-15,-3.05813e-42
49,3.34159e-34,9.53807e-35,7.87456e-32,4.33627e-07,9.96347e-26,1.61722e-05,-2.57759e-51,3.987e-20,4.11373e-42,1.22557e-41,2.10209e-15,-3.62545e-42
50,3.34158e-34,9.69372e-35,7.80677e-32,4.42357e-07,9.96347e-26,1.61634e-05,-2.9771e-51,3.99038e-20,4.7513e-42,1.27215e-41,2.18837e-15,-4.25321e-42
51,3.34158e-34,9.84802e-35,7.73956e-32,4.51083e-07,9.96347e-26,1.61547e-05,-3.41664e-51,3.97353e-20,5.45276e-42,1.31944e-41,2.27638e-15,-4.94489e-42
52,3.34157e-34,1.0001e-34,7.67293e-32,4.59804e-07,9.96347e-26,1.6146e-05,-3.89846e-51,3.93481e-20,6.22169e-42,1.36744e-41,2.3661e-15,-5.70405e-42
53,3.34157e-34,1.01527e-34,7.60687e-32,4.68521e-07,9.96347e-26,1.61373e-05,-4.42482e-51,3.87252e-20,7.06171e-42,1.41616e-41,2.45754e-15,-6.53432e-42
54,3.34156e-34,1.0303e-34,7.54139e-32,4.77233e-07,9.96347e-26,1.61285e-05,-4.99808e-51,3.78493e-20,7.97657e-42,1.46556e-41,2.5507e-15,-7.43943e-42
55,3.34155e-34,1.04521e-34,7.47647e-32,4.8594e-07,9.96347e-26,1.61198e-05,-6.24827e-51,3.67014e-20,9.97173e-42,1.51566e-41,2.64557e-15,-9.42509e-42
56,3.34155e-34,1.05998e-34,7.41212e-32,4.94642e-07,9.96347e-26,1.61111e-05,-1.0416e-50,3.52593e-20,1.66229e-41,1.56645e-41,2.74216e-15,-1.60678e-41
57,3.34154e-34,1.07463e-34,7.34831e-32,5.0334e-07,9.96347e-26,1.61024e-05,-1.80489e-50,3.35031e-20,2.88041e-41,1.6179e-41,2.84046e-15,-2.82416e-41
58,3.34154e-34,1.08916e-34,7.28506e-32,5.12033e-07,9.96347e-26,1.60937e-05,-2.9557e-50,3.14129e-20,4.71696e-41,1.67002e-41,2.94048e-15,-4.66012e-41
59,3.34153e-34,1.10355e-34,7.22236e-32,5.20721e-07,9.96347e-26,1.60851e-05,-4.53668e-50,2.89679e-20,7.24003e-41,1.7228e-41,3.04221e-15,-7.18272e-41
60,3.34153e-34,1.11783e-34,7.16019e-32,5.29405e-07,9.96347e-26,1.60764e-05,-6.59217e-50,2.61472e-20,1.05203e-40,1.77624e-41,3.14565e-15,-1.04627e-40
61,3.34152e-34,1.13198e-34,7.09856e-32,5.38083e-07,9.96347e-26,1.60677e-05,-9.16816e-50,2.2929e-20,1.46313e-40,1.83032e-41,3.2508e-15,-1.45736e-40
62,3.34152e-34,1.14601e-34,7.03746e-32,5.46758e-07,9.96347e-26,1.6059e-05,-1.23123e-49,1.92913e-20,1.9649e-40,1.88503e-41,3.35766e-15,-1.95914e-40
63,3.34151e-34,1.15992e-34,6.97689e-32,5.55427e-07,9.96347e-26,1.60504e-05,-1.6074e-49,1.52113e-20,2.56522e-40,1.94039e-41,3.46623e-15,-2.55948e-40
64,3.34151e-34,1.17371e-34,6.91684e-32,5.64092e-07,9.96347e-26,1.60417e-05,-2.05041e-49,1.06659e-20,3.27221e-40,1.99636e-41,3.57651e-15,-3.26653e-40
65,3.3415e-34,1.18738e-34,6.8573e-32,5.72752e-07,9.96347e-26,1.6033e-05,-2.56554e-49,5.6314e-21,4.0943e-40,2.05295e-41,3.68849e-15,-4.08869e-40
66,3.3415e-34,1.20094e-34,6.79828e-32,5.81408e-07,9.96347e-26,1.60244e-05,-3.15822e-49,8.35062e-23,5.04014e-40,2.11016e-41,3.80218e-15,-5.03463e-40
67,3.34149e-34,1.21437e-34,6.73977e-32,5.90059e-07,9.96347e-26,1.60157e-05,-3.83404e-49,-6.00249e-21,6.11867e-40,2.16797e-41,3.91758e-15,-6.1133e-40
68,3.34148e-34,1.2277e-34,6.68177e-32,5.98705e-07,9.96347e-26,1.60071e-05,-4.59878e-49,-1.26519e-20,7.3391e-40,2.22638e-41,4.03468e-15,-7.33389e-40
69,3.34148e-34,1.2409e-34,6.62426e-32,6.07346e-07,9.96347e-26,1.59984e-05,-5.45836e-49,-1.98904e-20,8.71089e-40,2.28539e-41,4.15348e-15,-8.70587e-40
70,3.34147e-34,1.254e-34,6.56725e-32,6.15983e-07,9.96347e-26,1.59898e-05,-6.41889e-49,-2.77443e-20,1.02438e-39,2.34498e-41,4.27399e-15,-1.0239e-39
71,3.34147e-34,1.26698e-34,6.51074e-32,6.24615e-07,9.96347e-26,1.59812e-05,-7.48663e-49,-3.62406e-20,1.19478e-39,2.40515e-41,4.39619e-15,-1.19432e-39
72,3.34146e-34,1.27984e-34,6.45471e-32,6.33243e-07,9.96347e-26,1.59725e-05,-8.66802e-49,-4.54064e-20,1.38331e-39,2.46589e-41,4.5201e-15,-1.38289e-39
73,3.34146e-34,1.2926e-34,6.39916e-32,6.41866e-07,9.96347e-26,1.59639e-05,-9.96965e-49,-5.52697e-20,1.59104e-39,2.5272e-41,4.64571e-15,-1.59065e-39
74,3.34145e-34,1.30525e-34,6.34409e-32,6.50484e-07,9.96347e-26,1.59553e-05,-1.13983e-48,-6.58589e-20,1.81903e-39,2.58908e-41,4.77302e-15,-1.81868e-39
75,3.34145e-34,1.31779e-34,6.2895e-32,6.59097e-07,9.96347e-26,1.59467e-05,-1.29609e-48,-7.72028e-20,2.0684e-39,2.65151e-41,4.90202e-15,-2.06809e-39
76,3.34144e-34,1.33022e-34,6.23538e-32,6.67706e-07,9.96347e-26,1.59381e-05,-1.46645e-48,-8.93309e-20,2.34028e-39,2.71449e-41,5.03273e-15,-2.34002e-39
77,3.34144e-34,1.34254e-34,6.18173e-32,6.7631e-07,9.96347e-26,1.59295e-05,-1.69106e-48,-1.02274e-19,2.69874e-39,2.77802e-41,5.16512e-15,-2.69855e-39
78,3.34143e-34,1.35476e-34,6.12854e-32,6.8491e-07,9.96347e-26,1.59209e-05,-2.61483e-48,-1.16073e-19,4.17295e-39,2.84208e-41,5.29922e-15,-4.17307e-39
79,3.34143e-34,1.36687e-34,6.07581e-32,6.93505e-07,9.96347e-26,1.59123e-05,-4.55616e-48,-1.30766e-19,7.27108e-39,2.90667e-41,5.43501e-15,-7.27185e-39
80,3.34142e-34,1.37888e-34,6.02354e-32,7.02095e-07,9.96347e-26,1.59037e-05,-7.6388e-48,-1.46387e-19,1.21906e-38,2.97179e-41,5.57249e-15,-1.21924e-38
81,3.34142e-34,1.39079e-34,5.97171e-32,7.10681e-07,9.96347e-26,1.58951e-05,-1.19916e-47,-1.62968e-19,1.91372e-38,3.03742e-41,5.71166e-15,-1.91405e-38
82,3.34141e-34,1.40259e-34,5.92033e-32,7.19262e-07,9.96347e-26,1.58865e-05,-1.77486e-47,-1.80547e-19,2.83246e-38,3.10357e-41,5.85253e-15,-2.83298e-38
83,3.3414e-34,1.41429e-34,5.8694e-32,7.27838e-07,9.96347e-26,1.58779e-05,-2.50487e-47,-1.99156e-19,3.99748e-38,3.17023e-41,5.99509e-15,-3.99825e-38
84,3.3414e-34,1.42589e-34,5.8189e-32,7.3641e-07,9.96347e-26,1.58694e-05,-3.40363e-47,-2.18834e-19,5.43178e-38,3.23739e-41,6.13934e-15,-5.43286e-38
85,3.34139e-34,1.43739e-34,5.76884e-32,7.44977e-07,9.96347e-26,1.58608e-05,-4.48605e-47,-2.39617e-19,7.1592e-38,3.30504e-41,6.28528e-15,-7.16064e-38
86,3.34139e-34,1.4488e-34,5.71921e-32,7.5354e-07,9.96347e-26,1.58522e-05,-5.76758e-47,-2.61542e-19,9.20436e-38,3.37319e-41,6.4329e-15,-9.20624e-38
87,3.34138e-34,1.4601e-34,5.67e-32,7.62098e-07,9.96347e-26,1.58437e-05,-7.26416e-47,-2.84647e-19,1.15927e-37,3.44182e-41,6.58221e-15,-1.15951e-37
88,3.34138e-34,1.47131e-34,5.62123e-32,7.70651e-07,9.96347e-26,1.58351e-05,-8.99226e-47,-3.08971e-19,1.43506e-37,3.51093e-41,6.73321e-15,-1.43535e-37
89,3.34137e-34,1.48242e-34,5.57287e-32,7.792e-07,9.96347e-26,1.58266e-05,-1.09688e-46,-3.34552e-19,1.7505e-37,3.58051e-41,6.8859e-15,-1.75086e-37
90,3.34137e-34,1.49343e-34,5.52493e-32,7.87744e-07,9.96347e-26,1.5818e-05,-1.32114e-46,-3.61431e-19,2.10838e-37,3.65057e-41,7.04027e-15,-2.10882e-37
91,3.34136e-34,1.50435e-34,5.4774e-32,7.96283e-07,9.96347e-26,1.58095e-05,-1.57379e-46,-3.89649e-19,2.51158e-37,3.72109e-41,7.19633e-15,-2.51211e-37
92,3.34136e-34,1.51518e-34,5.43028e-32,8.04818e-07,9.96347e-26,1.5801e-05,-1.85669e-46,-4.19245e-19,2.96305e-37,3.79206e-41,7.35406e-15,-2.96367e-37
93,3.34135e-34,1.52591e-34,5.38357e-32,8.13348e-07,9.96347e-26,1.57924e-05,-2.17173e-46,-4.50262e-19,3.46582e-37,3.86349e-41,7.51348e-15,-3.46655e-37
94,3.34135e-34,1.53655e-34,5.33727e-32,8.21874e-07,9.96347e-26,1.57839e-05,-2.52088e-46,-4.82742e-19,4.02302e-37,3.93537e-41,7.67459e-15,-4.02387e-37
95,3.34134e-34,1.5471e-34,5.29136e-32,8.30395e-07,9.96347e-26,1.57754e-05,-2.90612e-46,-5.16728e-19,4.63783e-37,4.0077e-41,7.83737e-15,-4.63881e-37
96,3.34134e-34,1.55756e-34,5.24585e-32,8.38911e-07,9.96347e-26,1.57669e-05,-3.32953e-46,-5.52263e-19,5.31353e-37,4.08046e-41,8.00183e-15,-5.31465e-37
97,3.34133e-34,1.56793e-34,5.20073e-32,8.47423e-07,9.96347e-26,1.57584e-05,-3.7932e-46,-5.89391e-19,6.05349e-37,4.15365e-41,8.16797e-15,-6.05477e-37
98,3.34132e-34,1.57821e-34,5.156e-32,8.5593e-07,9.96347e-26,1.57498e-05,-4.29929e-46,-6.28157e-19,6.86115e-37,4.22728e-41,8.33579e-15,-6.8626e-37
99,3.34132e-34,1.5884e-34,5.11166e-32,8.64433e-07,9.96347e-26,1.57413e-05,-4.85e-46,-6.68607e-19,7.74002e-37,4.30133e-41,8.50529e-15,-7.74167e-37
100,3.34131e-34,1.5985e-34,5.06771e-32,8.72931e-07,9.96347e-26,1.57328e-05,1.95426e-45,-7.10416e-19,-3.11877e-36,4.37581e-41,8.67646e-15,3.11943e-36
