time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL
30,2.06896e-33,2.74338e-29,1.03062e-22,2.64702e-12,1.59001e-22,1.66058e-05,3.45232e-46,2.97063e-28,6.68154e-43,2.82979e-37,5.64229e-20,2.13301e-38
31,2.03614e-33,2.69295e-29,1.06349e-22,2.73379e-12,-9.71878e-23,1.66058e-05,3.79371e-46,3.26348e-28,7.05796e-43,3.0869e-37,5.95325e-20,2.17941e-38
32,2.00382e-33,2.61822e-29,1.10254e-22,2.82046e-12,-3.76679e-22,1.66058e-05,4.15693e-46,3.57498e-28,7.43917e-43,3.35847e-37,6.26734e-20,2.22459e-38
33,1.97201e-33,2.52273e-29,1.1464e-22,2.90704e-12,-6.73471e-22,1.66058e-05,4.54038e-46,3.90383e-28,7.82575e-43,3.64345e-37,6.58552e-20,2.26852e-38
34,1.94071e-33,2.41015e-29,1.19364e-22,2.99352e-12,-9.8137e-22,1.66058e-05,4.9424e-46,4.24869e-28,8.21828e-43,3.94077e-37,6.90877e-20,2.31116e-38
35,1.90992e-33,2.27988e-29,1.24453e-22,3.07991e-12,-1.30157e-21,1.66058e-05,5.3633e-46,4.60984e-28,8.61647e-43,4.25058e-37,7.23686e-20,2.35256e-38
36,1.87963e-33,2.13132e-29,1.29932e-22,3.16621e-12,-1.63527e-21,1.66058e-05,5.80338e-46,4.98755e-28,9.02001e-43,4.573e-37,7.56958e-20,2.39272e-38
37,1.84982e-33,1.96386e-29,1.35829e-22,3.25242e-12,-1.98366e-21,1.66058e-05,6.26295e-46,5.38209e-28,9.42858e-43,4.90817e-37,7.90671e-20,2.43168e-38
38,1.8205e-33,1.77691e-29,1.4217e-22,3.33853e-12,-2.34793e-21,1.66058e-05,6.74232e-46,5.79373e-28,9.84188e-43,5.25623e-37,8.24801e-20,2.46946e-38
39,1.79164e-33,1.56987e-29,1.48981e-22,3.42455e-12,-2.72929e-21,1.66058e-05,7.24179e-46,6.22275e-28,1.02596e-42,5.61731e-37,8.59328e-20,2.50608e-38
40,1.76326e-33,1.34213e-29,1.56289e-22,3.51047e-12,-3.12893e-21,1.66058e-05,7.76167e-46,6.6694e-28,1.06814e-42,5.99155e-37,8.94229e-20,2.54158e-38
41,1.73532e-33,1.0931e-29,1.6412e-22,3.59631e-12,-3.54804e-21,1.66058e-05,8.30226e-46,7.13396e-28,1.11071e-42,6.37909e-37,9.29482e-20,2.57596e-38
42,1.70784e-33,8.22168e-30,1.72501e-22,3.68205e-12,-3.98782e-21,1.66058e-05,8.86387e-46,7.61671e-28,1.15362e-42,6.78005e-37,9.65065e-20,2.60927e-38
43,1.68079e-33,5.28742e-30,1.81459e-22,3.7677e-12,-4.44946e-21,1.66058e-05,9.4468e-46,8.11791e-28,1.19685e-42,7.19458e-37,1.00096e-19,2.64152e-38
44,1.65418e-33,2.12219e-30,1.91019e-22,3.85325e-12,-4.93417e-21,1.66058e-05,1.00514e-45,8.63783e-28,1.24037e-42,7.6228e-37,1.03713e-19,2.67274e-38
45,1.62799e-33,-1.28002e-30,2.01209e-22,3.93872e-12,-5.44312e-21,1.66058e-05,1.06779e-45,9.17675e-28,1.28415e-42,8.06486e-37,1.07357e-19,2.70295e-38
46,1.60221e-33,-4.92521e-30,2.12054e-22,4.02409e-12,-5.97753e-21,1.66058e-05,1.13266e-45,9.73493e-28,1.32815e-42,8.52089e-37,1.11026e-19,2.73217e-38
47,1.57684e-33,-8.81939e-30,2.23581e-22,4.10937e-12,-6.53858e-21,1.66058e-05,1.19979e-45,1.03127e-27,1.37235e-42,8.99103e-37,1.14716e-19,2.76044e-38
48,1.55186e-33,-1.29686e-29,2.35818e-22,4.19455e-12,-7.12747e-21,1.66058e-05,1.2692e-45,1.09102e-27,1.41671e-42,9.4754e-37,1.18426e-19,2.78777e-38
49,1.52728e-33,-1.73787e-29,2.48789e-22,4.27965e-12,-7.7454e-21,1.66058e-05,1.34093e-45,1.15278e-27,1.4612e-42,9.97415e-37,1.22153e-19,2.8142e-38
50,1.50307e-33,-2.20559e-29,2.62522e-22,4.36465e-12,-8.39356e-21,1.66058e-05,1.41501e-45,1.21657e-27,1.5058e-42,1.04874e-36,1.25896e-19,2.83974e-38
51,1.47924e-33,-2.70061e-29,2.77044e-22,4.44956e-12,-9.07314e-21,1.66058e-05,1.49146e-45,1.28243e-27,1.55047e-42,1.10153e-36,1.29652e-19,2.86442e-38
52,1.45578e-33,-3.22353e-29,2.9238e-22,4.53438e-12,-9.78534e-21,1.66058e-05,1.57032e-45,1.35037e-27,1.59518e-42,1.1558e-36,1.33419e-19,2.88827e-38
53,1.43267e-33,-3.77496e-29,3.08557e-22,4.61911e-12,-1.05314e-20,1.66058e-05,1.65162e-45,1.42043e-27,1.63991e-42,1.21156e-36,1.37194e-19,2.9113e-38
54,1.40991e-33,-4.35548e-29,3.25602e-22,4.70375e-12,-1.13124e-20,1.66058e-05,1.73539e-45,1.49264e-27,1.68461e-42,1.26883e-36,1.40977e-19,2.93355e-38
55,1.38749e-33,-4.96134e-29,3.43394e-22,4.78829e-12,-1.21233e-20,1.66058e-05,1.82158e-45,1.56695e-27,1.72929e-42,1.3274e-36,1.44767e-19,2.95502e-38
56,1.36543e-33,-5.57794e-29,3.61448e-22,4.87275e-12,-1.29436e-20,1.66058e-05,1.90998e-45,1.64321e-27,1.77405e-42,1.38652e-36,1.48579e-19,2.97566e-38
57,1.34373e-33,-6.20306e-29,3.79695e-22,4.95711e-12,-1.37703e-20,1.66058e-05,2.00058e-45,1.72139e-27,1.81888e-42,1.44606e-36,1.52414e-19,2.99548e-38
58,1.32239e-33,-6.83555e-29,3.98104e-22,5.04138e-12,-1.4602e-20,1.66058e-05,2.09337e-45,1.80151e-27,1.86377e-42,1.50596e-36,1.56269e-19,3.0145e-38
59,1.30138e-33,-7.47426e-29,4.16642e-22,5.12556e-12,-1.54376e-20,1.66058e-05,2.18836e-45,1.88356e-27,1.90869e-42,1.56614e-36,1.60146e-19,3.03274e-38
60,1.28072e-33,-8.11807e-29,4.35277e-22,5.20965e-12,-1.62756e-20,1.66058e-05,2.28555e-45,1.96756e-27,1.95363e-42,1.62652e-36,1.64043e-19,3.05021e-38
61,1.26039e-33,-8.76581e-29,4.53976e-22,5.29365e-12,-1.71149e-20,1.66058e-05,2.38493e-45,2.0535e-27,1.99857e-42,1.68704e-36,1.67961e-19,3.06692e-38
62,1.24039e-33,-9.41635e-29,4.72708e-22,5.37756e-12,-1.79539e-20,1.66058e-05,2.48652e-45,2.14138e-27,2.0435e-42,1.74761e-36,1.71898e-19,3.0829e-38
63,1.2207e-33,-1.00686e-28,4.91441e-22,5.46138e-12,-1.87916e-20,1.66058e-05,2.59032e-45,2.23122e-27,2.0884e-42,1.80817e-36,1.75854e-19,3.09816e-38
64,1.20134e-33,-1.07213e-28,5.10141e-22,5.54511e-12,-1.96265e-20,1.66058e-05,2.69632e-45,2.32302e-27,2.13325e-42,1.86863e-36,1.79829e-19,3.11272e-38
65,1.18229e-33,-1.13733e-28,5.28777e-22,5.62874e-12,-2.04573e-20,1.66058e-05,2.80453e-45,2.41678e-27,2.17804e-42,1.92894e-36,1.83822e-19,3.12659e-38
66,1.16354e-33,-1.20237e-28,5.47317e-22,5.71229e-12,-2.12827e-20,1.66058e-05,2.91495e-45,2.5125e-27,2.22274e-42,1.989e-36,1.87833e-19,3.13979e-38
67,1.14509e-33,-1.26711e-28,5.65729e-22,5.79575e-12,-2.21015e-20,1.66058e-05,3.02758e-45,2.61019e-27,2.26735e-42,2.04876e-36,1.91861e-19,3.15234e-38
68,1.12693e-33,-1.33144e-28,5.8398e-22,5.87911e-12,-2.29122e-20,1.66058e-05,3.14243e-45,2.70986e-27,2.31185e-42,2.10813e-36,1.95906e-19,3.16425e-38
69,1.10906e-33,-1.39525e-28,6.02038e-22,5.96239e-12,-2.37137e-20,1.66058e-05,3.2595e-45,2.8115e-27,2.35622e-42,2.16705e-36,1.99966e-19,3.17554e-38
70,1.09148e-33,-1.45843e-28,6.19871e-22,6.04558e-12,-2.45045e-20,1.66058e-05,3.37878e-45,2.91513e-27,2.40044e-42,2.22543e-36,2.04043e-19,3.18623e-38
71,1.07417e-33,-1.52087e-28,6.37446e-22,6.12868e-12,-2.52834e-20,1.66058e-05,3.50028e-45,3.02074e-27,2.4445e-42,2.28321e-36,2.08135e-19,3.19633e-38
72,1.05713e-33,-1.58243e-28,6.54733e-22,6.21168e-12,-2.60491e-20,1.66058e-05,3.62401e-45,3.12833e-27,2.48837e-42,2.34031e-36,2.12242e-19,3.20585e-38
73,1.04036e-33,-1.64303e-28,6.71697e-22,6.2946e-12,-2.68002e-20,1.66058e-05,3.74996e-45,3.23793e-27,2.53206e-42,2.39666e-36,2.16363e-19,3.21483e-38
74,1.02384e-33,-1.70253e-28,6.88308e-22,6.37743e-12,-2.75354e-20,1.66058e-05,3.87813e-45,3.34952e-27,2.57552e-42,2.45218e-36,2.20498e-19,3.22326e-38
75,1.00758e-33,-1.76082e-28,7.04533e-22,6.46017e-12,-2.82535e-20,1.66058e-05,4.00853e-45,3.46311e-27,2.61876e-42,2.5068e-36,2.24646e-19,3.23117e-38
76,9.91572e-34,-1.8178e-28,7.20339e-22,6.54282e-12,-2.89531e-20,1.66058e-05,4.14117e-45,3.5787e-27,2.66175e-42,2.56045e-36,2.28807e-19,3.23857e-38
77,9.76535e-34,-1.82799e-28,7.21361e-22,6.62538e-12,-2.90248e-20,1.66058e-05,4.27059e-45,3.69608e-27,2.70795e-42,2.5864e-36,2.33e-19,3.24321e-38
78,9.60892e-34,-1.88869e-28,7.38357e-22,6.70785e-12,-2.97735e-20,1.66058e-05,4.4085e-45,3.81573e-27,2.74988e-42,2.64182e-36,2.37182e-19,3.24999e-38
79,9.45518e-34,-1.94544e-28,7.5411e-22,6.79023e-12,-3.0469e-20,1.66058e-05,4.54836e-45,3.93739e-27,2.7917e-42,2.6947e-36,2.41377e-19,3.2562e-38
80,9.30406e-34,-1.99809e-28,7.68587e-22,6.87252e-12,-3.11097e-20,1.66058e-05,4.69019e-45,4.06106e-27,2.83338e-42,2.74496e-36,2.45584e-19,3.26185e-38
81,9.15552e-34,-2.04654e-28,7.81751e-22,6.95473e-12,-3.16944e-20,1.66058e-05,4.83398e-45,4.18674e-27,2.8749e-42,2.79251e-36,2.49802e-19,3.26696e-38
82,9.00948e-34,-2.09063e-28,7.93564e-22,7.03684e-12,-3.22213e-20,1.66058e-05,4.97973e-45,4.31445e-27,2.91626e-42,2.83727e-36,2.54031e-19,3.27155e-38
83,8.86591e-34,-2.13025e-28,8.03988e-22,7.11887e-12,-3.26889e-20,1.66058e-05,5.12743e-45,4.44417e-27,2.95744e-42,2.87915e-36,2.58271e-19,3.27562e-38
84,8.72475e-34,-2.16525e-28,8.1298e-22,7.20081e-12,-3.30955e-20,1.66058e-05,5.2771e-45,4.57592e-27,2.99842e-42,2.91807e-36,2.62521e-19,3.27921e-38
85,8.58594e-34,-2.19548e-28,8.20501e-22,7.28266e-12,-3.34394e-20,1.66058e-05,5.42873e-45,4.7097e-27,3.03919e-42,2.95392e-36,2.6678e-19,3.28231e-38
86,8.44944e-34,-2.22079e-28,8.26505e-22,7.36442e-12,-3.37188e-20,1.66058e-05,5.58231e-45,4.84551e-27,3.07973e-42,2.98663e-36,2.71048e-19,3.28495e-38
87,8.3152e-34,-2.24103e-28,8.30948e-22,7.44609e-12,-3.39318e-20,1.66058e-05,5.73784e-45,4.98336e-27,3.12004e-42,3.01609e-36,2.75325e-19,3.28713e-38
88,8.18316e-34,-2.25604e-28,8.33784e-22,7.52768e-12,-3.40766e-20,1.66058e-05,5.89532e-45,5.12325e-27,3.16009e-42,3.04219e-36,2.7961e-19,3.28888e-38
89,8.05328e-34,-2.26566e-28,8.34965e-22,7.60918e-12,-3.41512e-20,1.66058e-05,6.05475e-45,5.26518e-27,3.19988e-42,3.06485e-36,2.83903e-19,3.29021e-38
90,7.9255e-34,-2.26971e-28,8.34441e-22,7.69059e-12,-3.41534e-20,1.66058e-05,6.21612e-45,5.40916e-27,3.23939e-42,3.08394e-36,2.88203e-19,3.29113e-38
91,7.79979e-34,-2.26802e-28,8.32161e-22,7.77191e-12,-3.40813e-20,1.66058e-05,6.37942e-45,5.5552e-27,3.27861e-42,3.09937e-36,2.92509e-19,3.29165e-38
92,7.67609e-34,-2.26042e-28,8.28074e-22,7.85314e-12,-3.39326e-20,1.66058e-05,6.54465e-45,5.70329e-27,3.31753e-42,3.11102e-36,2.96822e-19,3.2918e-38
93,7.55435e-34,-2.24672e-28,8.22126e-22,7.93429e-12,-3.37052e-20,1.66058e-05,6.7118e-45,5.85344e-27,3.35614e-42,3.11878e-36,3.01141e-19,3.29157e-38
94,7.43454e-34,-2.22674e-28,8.14261e-22,8.01535e-12,-3.33967e-20,1.66058e-05,6.88087e-45,6.00566e-27,3.39443e-42,3.12253e-36,3.05466e-19,3.29098e-38
95,7.31661e-34,-2.20029e-28,8.04423e-22,8.09632e-12,-3.30048e-20,1.66058e-05,7.05185e-45,6.15994e-27,3.43238e-42,3.12216e-36,3.09795e-19,3.29006e-38
96,7.2005e-34,-2.16716e-28,7.92554e-22,8.1772e-12,-3.25272e-20,1.66058e-05,7.22473e-45,6.31629e-27,3.46998e-42,3.11754e-36,3.14129e-19,3.2888e-38
97,7.08619e-34,-2.12716e-28,7.78595e-22,8.258e-12,-3.19612e-20,1.66058e-05,7.3995e-45,6.47472e-27,3.50724e-42,3.10854e-36,3.18467e-19,3.28722e-38
98,6.97363e-34,-2.08009e-28,7.62484e-22,8.3387e-12,-3.13045e-20,1.66058e-05,7.57616e-45,6.63522e-27,3.54412e-42,3.09505e-36,3.22808e-19,3.28533e-38
99,6.86278e-34,-2.02573e-28,7.44159e-22,8.41933e-12,-3.05544e-20,1.66058e-05,7.75469e-45,6.79781e-27,3.58064e-42,3.07692e-36,3.27153e-19,3.28314e-38
100,6.75383e-34,-1.55327e-28,5.98116e-22,8.49986e-12,-2.44431e-20,1.66058e-05,7.93429e-45,6.96291e-27,3.617e-42,2.80424e-36,3.31468e-19,3.2806e-38
