time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL
62,3.02063e-32,1.25547e-28,1.19948e-25,5.46736e-07,9.98381e-26,1.6059e-05,3.59972e-45,3.41535e-17,3.36718e-44,2.22926e-29,3.35756e-12,5.91207e-35
63,3.01571e-32,1.26225e-28,1.19943e-25,5.55405e-07,9.98414e-26,1.60504e-05,3.77065e-45,3.58174e-17,3.46923e-44,2.39955e-29,3.46612e-12,6.00261e-35
64,3.01079e-32,1.26787e-28,1.19937e-25,5.64069e-07,9.98447e-26,1.60417e-05,3.94671e-45,3.7534e-17,3.57258e-44,2.58145e-29,3.57638e-12,6.09301e-35
65,3.00589e-32,1.27227e-28,1.19931e-25,5.72729e-07,9.9848e-26,1.6033e-05,4.12797e-45,3.9304e-17,3.67721e-44,2.77552e-29,3.68836e-12,6.18326e-35
66,3.001e-32,1.27539e-28,1.19925e-25,5.81383e-07,9.98512e-26,1.60244e-05,4.3145e-45,4.11283e-17,3.78312e-44,2.98234e-29,3.80203e-12,6.27336e-35
67,2.99611e-32,1.27718e-28,1.19919e-25,5.90033e-07,9.98545e-26,1.60157e-05,4.50635e-45,4.30076e-17,3.8903e-44,3.20248e-29,3.91742e-12,6.36332e-35
68,2.99123e-32,1.27758e-28,1.19914e-25,5.98679e-07,9.98578e-26,1.60071e-05,4.7036e-45,4.49428e-17,3.99874e-44,3.43655e-29,4.0345e-12,6.45313e-35
69,2.98636e-32,1.27652e-28,1.19908e-25,6.0732e-07,9.98611e-26,1.59985e-05,4.9063e-45,4.69346e-17,4.10842e-44,3.68514e-29,4.15329e-12,6.54279e-35
70,2.98149e-32,1.27395e-28,1.19902e-25,6.15956e-07,9.98644e-26,1.59898e-05,5.11451e-45,4.89838e-17,4.21935e-44,3.9489e-29,4.27378e-12,6.63231e-35
71,2.97664e-32,1.26979e-28,1.19896e-25,6.24587e-07,9.98676e-26,1.59812e-05,5.3283e-45,5.10911e-17,4.33151e-44,4.22844e-29,4.39597e-12,6.72168e-35
72,2.97179e-32,1.26399e-28,1.19891e-25,6.33214e-07,9.98709e-26,1.59726e-05,5.54773e-45,5.32574e-17,4.44489e-44,4.52443e-29,4.51987e-12,6.81091e-35
73,2.96695e-32,1.25648e-28,1.19885e-25,6.41836e-07,9.98742e-26,1.59639e-05,5.77285e-45,5.54835e-17,4.55948e-44,4.83753e-29,4.64546e-12,6.89999e-35
74,2.96212e-32,1.24719e-28,1.19879e-25,6.50453e-07,9.98775e-26,1.59553e-05,6.00373e-45,5.777e-17,4.67528e-44,5.1684e-29,4.77274e-12,6.98893e-35
75,2.95729e-32,1.23605e-28,1.19873e-25,6.59066e-07,9.98807e-26,1.59467e-05,6.24043e-45,6.01178e-17,4.79227e-44,5.51775e-29,4.90173e-12,7.07772e-35
76,2.95248e-32,1.22299e-28,1.19868e-25,6.67674e-07,9.9884e-26,1.59381e-05,6.483e-45,6.25277e-17,4.91045e-44,5.88626e-29,5.03241e-12,7.16636e-35
77,2.94767e-32,1.20793e-28,1.19862e-25,6.76277e-07,9.98873e-26,1.59295e-05,6.7315e-45,6.50004e-17,5.02981e-44,6.27479e-29,5.16479e-12,7.25486e-35
78,2.94287e-32,1.1906e-28,1.19856e-25,6.84876e-07,9.98906e-26,1.59209e-05,6.986e-45,6.75368e-17,5.15034e-44,6.68604e-29,5.29886e-12,7.34322e-35
79,2.93807e-32,1.17082e-28,1.1985e-25,6.9347e-07,9.98938e-26,1.59123e-05,7.24655e-45,7.01375e-17,5.27202e-44,7.12171e-29,5.43462e-12,7.43144e-35
80,2.93329e-32,1.14849e-28,1.19844e-25,7.0206e-07,9.98971e-26,1.59037e-05,7.51322e-45,7.28033e-17,5.39486e-44,7.58296e-29,5.57208e-12,7.51951e-35
81,2.92851e-32,1.12348e-28,1.19839e-25,7.10644e-07,9.99004e-26,1.58951e-05,7.78607e-45,7.55351e-17,5.51884e-44,8.07093e-29,5.71123e-12,7.60743e-35
82,2.92374e-32,1.09568e-28,1.19833e-25,7.19224e-07,9.99037e-26,1.58865e-05,8.06514e-45,7.83335e-17,5.64396e-44,8.58682e-29,5.85207e-12,7.69522e-35
83,2.91898e-32,1.06496e-28,1.19827e-25,7.278e-07,9.99069e-26,1.5878e-05,8.3505e-45,8.11994e-17,5.7702e-44,9.13185e-29,5.9946e-12,7.78286e-35
84,2.91423e-32,1.0312e-28,1.19821e-25,7.36371e-07,9.99102e-26,1.58694e-05,8.6422e-45,8.41335e-17,5.89756e-44,9.70727e-29,6.13882e-12,7.87036e-35
85,2.90948e-32,9.94277e-29,1.19816e-25,7.44937e-07,9.99135e-26,1.58608e-05,8.9403e-45,8.71366e-17,6.02602e-44,1.03143e-28,6.28472e-12,7.95771e-35
86,2.90474e-32,9.54055e-29,1.1981e-25,7.53499e-07,9.99167e-26,1.58523e-05,9.24486e-45,9.02094e-17,6.15559e-44,1.09544e-28,6.43231e-12,8.04492e-35
87,2.90001e-32,9.10402e-29,1.19804e-25,7.62056e-07,9.992e-26,1.58437e-05,9.55592e-45,9.33527e-17,6.28625e-44,1.16287e-28,6.58159e-12,8.132e-35
88,2.89529e-32,8.6318e-29,1.19798e-25,7.70608e-07,9.99233e-26,1.58352e-05,9.87354e-45,9.65673e-17,6.41799e-44,1.23388e-28,6.73256e-12,8.21892e-35
89,2.89057e-32,8.12252e-29,1.19793e-25,7.79156e-07,9.99266e-26,1.58266e-05,1.01978e-44,9.98538e-17,6.55081e-44,1.30858e-28,6.88521e-12,8.30571e-35
90,2.88586e-32,7.57474e-29,1.19787e-25,7.87699e-07,9.99298e-26,1.58181e-05,1.05287e-44,1.03213e-16,6.68469e-44,1.38714e-28,7.03954e-12,8.39236e-35
91,2.88116e-32,6.98703e-29,1.19781e-25,7.96237e-07,9.99331e-26,1.58095e-05,1.08663e-44,1.06646e-16,6.81964e-44,1.46969e-28,7.19555e-12,8.47886e-35
92,2.87647e-32,6.3579e-29,1.19775e-25,8.04771e-07,9.99364e-26,1.5801e-05,1.12107e-44,1.10153e-16,6.95563e-44,1.55637e-28,7.35325e-12,8.56523e-35
93,2.87179e-32,5.68584e-29,1.1977e-25,8.133e-07,9.99397e-26,1.57925e-05,1.15619e-44,1.13735e-16,7.09267e-44,1.64736e-28,7.51262e-12,8.65145e-35
94,2.86711e-32,4.96931e-29,1.19764e-25,8.21825e-07,9.99429e-26,1.57839e-05,1.192e-44,1.17393e-16,7.23074e-44,1.74278e-28,7.67368e-12,8.73754e-35
95,2.86244e-32,4.20677e-29,1.19758e-25,8.30345e-07,9.99462e-26,1.57754e-05,1.22851e-44,1.21127e-16,7.36985e-44,1.84281e-28,7.83642e-12,8.82348e-35
96,2.85778e-32,3.3966e-29,1.19752e-25,8.3886e-07,9.99495e-26,1.57669e-05,1.26571e-44,1.24939e-16,7.50997e-44,1.9476e-28,8.00083e-12,8.90928e-35
97,2.85312e-32,2.53718e-29,1.19747e-25,8.47371e-07,9.99527e-26,1.57584e-05,1.30361e-44,1.28829e-16,7.6511e-44,2.05731e-28,8.16692e-12,8.99494e-35
98,2.84848e-32,1.62687e-29,1.19741e-25,8.55877e-07,9.9956e-26,1.57499e-05,1.34222e-44,1.32797e-16,7.79324e-44,2.17211e-28,8.33468e-12,9.08047e-35
99,2.84384e-32,6.63992e-30,1.19735e-25,8.64378e-07,9.99593e-26,1.57414e-05,1.38155e-44,1.36845e-16,7.93637e-44,2.29216e-28,8.50413e-12,9.16585e-35
100,2.83921e-32,-2.75587e-30,1.19729e-25,8.72875e-07,9.99626e-26,1.57329e-05,1.42158e-44,1.40973e-16,8.0805e-44,2.40989e-28,8.67524e-12,9.2511e-35
