time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL
11,3.34078e-26,2.27073e-31,1.09413e-24,8.8423e-08,9.96346e-20,1.65074e-05,2.1757e-47,1.79148e-14,1.1789e-38,6.55912e-34,9.92284e-09,1.06125e-29
12,3.34069e-26,2.44467e-31,1.08473e-24,9.55264e-08,9.96346e-20,1.64985e-05,2.81889e-47,2.30775e-14,1.39938e-38,7.73831e-34,1.17311e-08,1.15372e-29
13,3.3406e-26,2.61368e-31,1.07541e-24,1.02487e-07,9.96346e-20,1.64896e-05,3.57668e-47,2.9117e-14,1.6381e-38,9.0032e-34,1.36771e-08,1.24554e-29
14,3.3405e-26,2.77786e-31,1.06617e-24,1.09308e-07,9.96346e-20,1.64807e-05,4.45823e-47,3.60941e-14,1.89491e-38,1.03513e-33,1.57579e-08,1.33671e-29
15,3.34041e-26,2.93731e-31,1.05701e-24,1.15993e-07,9.96346e-20,1.64718e-05,5.47263e-47,4.40669e-14,2.16969e-38,1.17801e-33,1.79708e-08,1.42725e-29
16,3.34032e-26,3.09215e-31,1.04793e-24,1.22543e-07,9.96346e-20,1.64629e-05,6.62887e-47,5.30909e-14,2.46228e-38,1.32872e-33,2.03129e-08,1.51716e-29
17,3.34023e-26,3.24247e-31,1.03893e-24,1.28962e-07,9.96346e-20,1.6454e-05,7.9359e-47,6.32194e-14,2.77255e-38,1.48703e-33,2.27814e-08,1.60643e-29
18,3.34014e-26,3.38836e-31,1.03e-24,1.35252e-07,9.96346e-20,1.64452e-05,9.40255e-47,7.4503e-14,3.10034e-38,1.65271e-33,2.53739e-08,1.69508e-29
19,3.34006e-26,3.52992e-31,1.02116e-24,1.41416e-07,9.96346e-20,1.64363e-05,1.10376e-46,8.69897e-14,3.44553e-38,1.82555e-33,2.80877e-08,1.78311e-29
20,3.33997e-26,3.66724e-31,1.01238e-24,1.47457e-07,9.96346e-20,1.64274e-05,1.28497e-46,1.00725e-13,3.80797e-38,2.00532e-33,3.09202e-08,1.87052e-29
21,3.33988e-26,3.80042e-31,1.00369e-24,1.53377e-07,9.96346e-20,1.64185e-05,1.48476e-46,1.15753e-13,4.18753e-38,2.19182e-33,3.3869e-08,1.95732e-29
22,3.33979e-26,3.92954e-31,9.95065e-25,1.59177e-07,9.96346e-20,1.64097e-05,1.70396e-46,1.32112e-13,4.58408e-38,2.38484e-33,3.69317e-08,2.04351e-29
23,3.33971e-26,4.05469e-31,9.86518e-25,1.64862e-07,9.96346e-20,1.64008e-05,1.94344e-46,1.49843e-13,4.99747e-38,2.58419e-33,4.01061e-08,2.1291e-29
24,3.33962e-26,4.17594e-31,9.78044e-25,1.70432e-07,9.96346e-20,1.6392e-05,2.20402e-46,1.68979e-13,5.42757e-38,2.78967e-33,4.33898e-08,2.21409e-29
25,3.33954e-26,4.29339e-31,9.69643e-25,1.7589e-07,9.96346e-20,1.63831e-05,2.48654e-46,1.89555e-13,5.87425e-38,3.00109e-33,4.67807e-08,2.29848e-29
26,3.33945e-26,4.40711e-31,9.61314e-25,1.81239e-07,9.96346e-20,1.63743e-05,2.79182e-46,2.116e-13,6.33738e-38,3.21829e-33,5.02766e-08,2.38229e-29
27,3.33937e-26,4.51717e-31,9.53057e-25,1.8648e-07,9.96346e-20,1.63654e-05,3.12067e-46,2.35143e-13,6.81683e-38,3.44109e-33,5.38756e-08,2.4655e-29
28,3.33929e-26,4.62365e-31,9.4487e-25,1.91615e-07,9.96346e-20,1.63566e-05,3.4739e-46,2.6021e-13,7.31247e-38,3.66931e-33,5.75755e-08,2.54813e-29
29,3.3392e-26,4.72663e-31,9.36755e-25,1.96646e-07,9.96346e-20,1.63478e-05,3.85231e-46,2.86823e-13,7.82417e-38,3.90279e-33,6.13745e-08,2.63019e-29
30,3.33912e-26,4.82616e-31,9.28709e-25,2.01575e-07,9.96346e-20,1.63389e-05,4.25669e-46,3.15002e-13,8.35181e-38,4.14139e-33,6.52708e-08,2.71167e-29
31,3.33904e-26,4.92233e-31,9.20732e-25,2.06404e-07,9.96346e-20,1.63301e-05,4.68782e-46,3.44767e-13,8.89525e-38,4.38495e-33,6.92625e-08,2.79257e-29
32,3.33896e-26,5.01519e-31,9.12824e-25,2.11134e-07,9.96346e-20,1.63213e-05,5.14648e-46,3.76138e-13,9.45437e-38,4.63332e-33,7.33478e-08,2.87291e-29
33,3.33888e-26,5.10487e-31,9.04984e-25,2.1577e-07,9.96346e-20,1.63125e-05,5.63353e-46,4.09204e-13,1.0029e-37,4.88621e-33,7.75233e-08,2.95269e-29
34,3.3388e-26,5.19146e-31,8.97211e-25,2.20313e-07,9.96346e-20,1.63037e-05,6.14976e-46,4.44014e-13,1.06191e-37,5.14342e-33,8.17867e-08,3.03191e-29
35,3.33872e-26,5.27501e-31,8.89506e-25,2.24765e-07,9.96346e-20,1.62949e-05,6.69595e-46,4.8059e-13,1.12245e-37,5.40479e-33,8.61362e-08,3.11058e-29
36,3.33864e-26,5.3556e-31,8.81866e-25,2.29128e-07,9.96346e-20,1.62861e-05,7.27285e-46,5.18954e-13,1.18451e-37,5.67018e-33,9.05698e-08,3.18869e-29
37,3.33856e-26,5.43329e-31,8.74292e-25,2.33404e-07,9.96346e-20,1.62773e-05,7.88122e-46,5.59123e-13,1.24807e-37,5.93944e-33,9.5086e-08,3.26626e-29
38,3.33848e-26,5.50815e-31,8.66783e-25,2.37594e-07,9.96346e-20,1.62685e-05,8.52181e-46,6.01116e-13,1.31312e-37,6.21243e-33,9.96829e-08,3.34328e-29
39,3.33841e-26,5.58023e-31,8.59339e-25,2.41701e-07,9.96346e-20,1.62597e-05,9.19534e-46,6.44948e-13,1.37965e-37,6.48901e-33,1.04359e-07,3.41976e-29
40,3.33833e-26,5.6496e-31,8.51958e-25,2.45725e-07,9.96346e-20,1.62509e-05,9.90257e-46,6.90631e-13,1.44766e-37,6.76907e-33,1.09113e-07,3.49571e-29
41,3.33826e-26,5.71632e-31,8.44642e-25,2.49668e-07,9.96346e-20,1.62422e-05,1.06442e-45,7.38178e-13,1.51712e-37,7.05246e-33,1.13942e-07,3.57113e-29
42,3.33818e-26,5.78043e-31,8.37388e-25,2.53532e-07,9.96346e-20,1.62334e-05,1.1421e-45,7.87598e-13,1.58802e-37,7.33908e-33,1.18847e-07,3.64602e-29
43,3.33811e-26,5.842e-31,8.30196e-25,2.57319e-07,9.96346e-20,1.62246e-05,1.22336e-45,8.38899e-13,1.66036e-37,7.62879e-33,1.23824e-07,3.72038e-29
44,3.33803e-26,5.90107e-31,8.23066e-25,2.61028e-07,9.96346e-20,1.62159e-05,1.30827e-45,8.92087e-13,1.73413e-37,7.92151e-33,1.28873e-07,3.79423e-29
45,3.33796e-26,5.9577e-31,8.15998e-25,2.64663e-07,9.96346e-20,1.62071e-05,1.39691e-45,9.47165e-13,1.8093e-37,8.2171e-33,1.33992e-07,3.86755e-29
46,3.33788e-26,6.01193e-31,8.0899e-25,2.68224e-07,9.96346e-20,1.61984e-05,1.48934e-45,1.00414e-12,1.88587e-37,8.51549e-33,1.39181e-07,3.94037e-29
47,3.33781e-26,6.06381e-31,8.02043e-25,2.71712e-07,9.96346e-20,1.61896e-05,1.58564e-45,1.063e-12,1.96384e-37,8.81656e-33,1.44438e-07,4.01267e-29
48,3.33774e-26,6.11338e-31,7.95155e-25,2.75128e-07,9.96346e-20,1.61809e-05,1.68586e-45,1.12376e-12,2.04318e-37,9.12023e-33,1.49761e-07,4.08446e-29
49,3.33767e-26,6.16069e-31,7.88327e-25,2.78475e-07,9.96346e-20,1.61722e-05,1.79007e-45,1.1864e-12,2.12388e-37,9.42642e-33,1.5515e-07,4.15576e-29
50,3.3376e-26,6.20578e-31,7.81558e-25,2.81751e-07,9.96346e-20,1.61634e-05,1.89835e-45,1.25092e-12,2.20595e-37,9.73502e-33,1.60604e-07,4.22655e-29
51,3.33752e-26,6.24868e-31,7.74846e-25,2.8496e-07,9.96346e-20,1.61547e-05,2.01076e-45,1.31732e-12,2.28935e-37,1.0046e-32,1.66121e-07,4.29685e-29
52,3.33745e-26,6.28944e-31,7.68193e-25,2.88101e-07,9.96346e-20,1.6146e-05,2.12735e-45,1.38559e-12,2.3741e-37,1.03592e-32,1.71701e-07,4.36665e-29
53,3.33738e-26,6.32809e-31,7.61597e-25,2.91176e-07,9.96346e-20,1.61373e-05,2.24821e-45,1.45571e-12,2.46016e-37,1.06747e-32,1.77342e-07,4.43596e-29
54,3.33731e-26,6.36466e-31,7.55058e-25,2.94185e-07,9.96346e-20,1.61285e-05,2.37338e-45,1.52767e-12,2.54754e-37,1.09923e-32,1.83045e-07,4.50479e-29
55,3.33725e-26,6.39928e-31,7.48576e-25,2.97133e-07,9.96346e-20,1.61198e-05,2.50295e-45,1.60159e-12,2.63622e-37,1.13117e-32,1.88804e-07,4.57314e-29
56,3.33718e-26,6.43202e-31,7.42149e-25,3.0002e-07,9.96346e-20,1.61111e-05,2.63698e-45,1.6775e-12,2.72619e-37,1.16328e-32,1.94619e-07,4.641e-29
57,3.33711e-26,6.46293e-31,7.35777e-25,3.02849e-07,9.96346e-20,1.61024e-05,2.77555e-45,1.75541e-12,2.81744e-37,1.19554e-32,2.00488e-07,4.70839e-29
58,3.33704e-26,6.49205e-31,7.2946e-25,3.0562e-07,9.96346e-20,1.60937e-05,2.91872e-45,1.83533e-12,2.90996e-37,1.22796e-32,2.06409e-07,4.77531e-29
59,3.33698e-26,6.51943e-31,7.23197e-25,3.08335e-07,9.96346e-20,1.60851e-05,3.06655e-45,1.91726e-12,3.00374e-37,1.26051e-32,2.12382e-07,4.84176e-29
60,3.33691e-26,6.5451e-31,7.16989e-25,3.10995e-07,9.96346e-20,1.60764e-05,3.2191e-45,2.0012e-12,3.09876e-37,1.29319e-32,2.18406e-07,4.90775e-29
61,3.33684e-26,6.56911e-31,7.10833e-25,3.13601e-07,9.96346e-20,1.60677e-05,3.37643e-45,2.08715e-12,3.19502e-37,1.32599e-32,2.24479e-07,4.97327e-29
62,3.33678e-26,6.5915e-31,7.04731e-25,3.16154e-07,9.96346e-20,1.6059e-05,3.53861e-45,2.17511e-12,3.2925e-37,1.35891e-32,2.306e-07,5.03834e-29
63,3.33671e-26,6.6123e-31,6.98681e-25,3.18655e-07,9.96346e-20,1.60504e-05,3.70569e-45,2.26508e-12,3.39121e-37,1.39193e-32,2.36769e-07,5.10295e-29
64,3.33665e-26,6.63155e-31,6.92683e-25,3.21105e-07,9.96346e-20,1.60417e-05,3.87775e-45,2.35706e-12,3.49112e-37,1.42506e-32,2.42983e-07,5.1671e-29
65,3.33658e-26,6.6493e-31,6.86736e-25,3.23505e-07,9.96346e-20,1.6033e-05,4.05482e-45,2.45104e-12,3.59222e-37,1.45827e-32,2.49243e-07,5.23081e-29
66,3.33652e-26,6.66556e-31,6.80841e-25,3.25856e-07,9.96346e-20,1.60244e-05,4.23699e-45,2.54703e-12,3.69452e-37,1.49156e-32,2.55548e-07,5.29407e-29
67,3.33646e-26,6.68039e-31,6.74997e-25,3.28159e-07,9.96346e-20,1.60157e-05,4.42429e-45,2.64502e-12,3.79799e-37,1.52494e-32,2.61896e-07,5.35689e-29
68,3.33639e-26,6.69381e-31,6.69202e-25,3.30415e-07,9.96346e-20,1.60071e-05,4.6168e-45,2.745e-12,3.90263e-37,1.55838e-32,2.68286e-07,5.41926e-29
69,3.33633e-26,6.70584e-31,6.63458e-25,3.32624e-07,9.96346e-20,1.59984e-05,4.81457e-45,2.84697e-12,4.00842e-37,1.59189e-32,2.74718e-07,5.4812e-29
70,3.33627e-26,6.71654e-31,6.57763e-25,3.34788e-07,9.96346e-20,1.59898e-05,5.01765e-45,2.95092e-12,4.11537e-37,1.62545e-32,2.81191e-07,5.54271e-29
71,3.33621e-26,6.72591e-31,6.52117e-25,3.36906e-07,9.96346e-20,1.59812e-05,5.2261e-45,3.05684e-12,4.22345e-37,1.65907e-32,2.87704e-07,5.60379e-29
72,3.33615e-26,6.73399e-31,6.4652e-25,3.38981e-07,9.96346e-20,1.59725e-05,5.43998e-45,3.16473e-12,4.33267e-37,1.69274e-32,2.94257e-07,5.66443e-29
73,3.33608e-26,6.74081e-31,6.4097e-25,3.41013e-07,9.96346e-20,1.59639e-05,5.65935e-45,3.27456e-12,4.443e-37,1.72645e-32,3.00848e-07,5.72466e-29
74,3.33602e-26,6.7464e-31,6.35469e-25,3.43002e-07,9.96346e-20,1.59553e-05,5.88425e-45,3.38634e-12,4.55445e-37,1.7602e-32,3.07477e-07,5.78446e-29
75,3.33596e-26,6.75077e-31,6.30015e-25,3.44949e-07,9.96346e-20,1.59467e-05,6.11474e-45,3.50006e-12,4.667e-37,1.79399e-32,3.14143e-07,5.84384e-29
76,3.33591e-26,6.75396e-31,6.24608e-25,3.46855e-07,9.96346e-20,1.59381e-05,6.35087e-45,3.61569e-12,4.78064e-37,1.8278e-32,3.20846e-07,5.9028e-29
77,3.33585e-26,6.75603e-31,6.19248e-25,3.48721e-07,9.96346e-20,1.59295e-05,6.59271e-45,3.73327e-12,4.89536e-37,1.86163e-32,3.27584e-07,5.96135e-29
78,3.33579e-26,6.75702e-31,6.13933e-25,3.5055e-07,9.96346e-20,1.59209e-05,6.84032e-45,3.85282e-12,5.01116e-37,1.89547e-32,3.34355e-07,6.01949e-29
79,3.33573e-26,6.75696e-31,6.08665e-25,3.5234e-07,9.96346e-20,1.59123e-05,7.09374e-45,3.97433e-12,5.12802e-37,1.9293e-32,3.41159e-07,6.07723e-29
80,3.33567e-26,6.75589e-31,6.03441e-25,3.54095e-07,9.96346e-20,1.59037e-05,7.35303e-45,4.0978e-12,5.24594e-37,1.96312e-32,3.47995e-07,6.13456e-29
81,3.33561e-26,6.75382e-31,5.98263e-25,3.55813e-07,9.96346e-20,1.58951e-05,7.61825e-45,4.22322e-12,5.3649e-37,1.99694e-32,3.54862e-07,6.19148e-29
82,3.33556e-26,6.75079e-31,5.93129e-25,3.57496e-07,9.96346e-20,1.58865e-05,7.88944e-45,4.35058e-12,5.4849e-37,2.03074e-32,3.6176e-07,6.24801e-29
83,3.3355e-26,6.74683e-31,5.88039e-25,3.59145e-07,9.96346e-20,1.58779e-05,8.16666e-45,4.47988e-12,5.60593e-37,2.06451e-32,3.68687e-07,6.30415e-29
84,3.33544e-26,6.74195e-31,5.82993e-25,3.6076e-07,9.96346e-20,1.58694e-05,8.44995e-45,4.6111e-12,5.72797e-37,2.09826e-32,3.75644e-07,6.35989e-29
85,3.33539e-26,6.73618e-31,5.7799e-25,3.62342e-07,9.96346e-20,1.58608e-05,8.73938e-45,4.74424e-12,5.85103e-37,2.13198e-32,3.82629e-07,6.41524e-29
86,3.33533e-26,6.72955e-31,5.73031e-25,3.63891e-07,9.96346e-20,1.58522e-05,9.03498e-45,4.87929e-12,5.9751e-37,2.16567e-32,3.89642e-07,6.4702e-29
87,3.33528e-26,6.72208e-31,5.68114e-25,3.65409e-07,9.96346e-20,1.58437e-05,9.33681e-45,5.01624e-12,6.10015e-37,2.19932e-32,3.96682e-07,6.52478e-29
88,3.33522e-26,6.71378e-31,5.63239e-25,3.66895e-07,9.96346e-20,1.58351e-05,9.64492e-45,5.15508e-12,6.22619e-37,2.23292e-32,4.03748e-07,6.57897e-29
89,3.33517e-26,6.70469e-31,5.58406e-25,3.68351e-07,9.96346e-20,1.58266e-05,9.95935e-45,5.2958e-12,6.35321e-37,2.26648e-32,4.10841e-07,6.63279e-29
90,3.33511e-26,6.69482e-31,5.53615e-25,3.69777e-07,9.96346e-20,1.5818e-05,1.02802e-44,5.43838e-12,6.4812e-37,2.29999e-32,4.17959e-07,6.68623e-29
91,3.33506e-26,6.6842e-31,5.48865e-25,3.71173e-07,9.96346e-20,1.58095e-05,1.06074e-44,5.58282e-12,6.61015e-37,2.33345e-32,4.25102e-07,6.73929e-29
92,3.33501e-26,6.67283e-31,5.44156e-25,3.7254e-07,9.96346e-20,1.5801e-05,1.09411e-44,5.72911e-12,6.74006e-37,2.36685e-32,4.3227e-07,6.79198e-29
93,3.33495e-26,6.66074e-31,5.39487e-25,3.73879e-07,9.96346e-20,1.57924e-05,1.12813e-44,5.87723e-12,6.8709e-37,2.40019e-32,4.39461e-07,6.84431e-29
94,3.3349e-26,6.64795e-31,5.34859e-25,3.75189e-07,9.96346e-20,1.57839e-05,1.1628e-44,6.02716e-12,7.00269e-37,2.43347e-32,4.46676e-07,6.89626e-29
95,3.33485e-26,6.63448e-31,5.3027e-25,3.76473e-07,9.96346e-20,1.57754e-05,1.19814e-44,6.1789e-12,7.1354e-37,2.46669e-32,4.53913e-07,6.94786e-29
96,3.3348e-26,6.62033e-31,5.25721e-25,3.77729e-07,9.96346e-20,1.57669e-05,1.23414e-44,6.33243e-12,7.26903e-37,2.49984e-32,4.61174e-07,6.99909e-29
97,3.33475e-26,6.60553e-31,5.21212e-25,3.78958e-07,9.96346e-20,1.57584e-05,1.27082e-44,6.48774e-12,7.40358e-37,2.53292e-32,4.68456e-07,7.04996e-29
98,3.3347e-26,6.59008e-31,5.16741e-25,3.80161e-07,9.96346e-20,1.57499e-05,1.30816e-44,6.64481e-12,7.53904e-37,2.56594e-32,4.7576e-07,7.10047e-29
99,3.33465e-26,6.57404e-31,5.12308e-25,3.81339e-07,9.96346e-20,1.57413e-05,1.34619e-44,6.80364e-12,7.67539e-37,2.59887e-32,4.83085e-07,7.15063e-29
100,3.33459e-26,6.55742e-31,5.07914e-25,3.82492e-07,9.96346e-20,1.57329e-05,1.3849e-44,6.96425e-12,7.81262e-37,2.63172e-32,4.90429e-07,7.20044e-29
