time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL
24,3.34185e-30,6.33684e-33,1.51108e-27,2.11077e-07,9.96155e-19,1.63947e-05,1.96296e-49,1.61163e-13,5.08872e-42,2.74543e-37,3.65558e-12,2.40071e-39
25,3.34185e-30,6.62674e-33,1.52389e-27,2.19695e-07,9.96147e-19,1.63861e-05,2.20411e-49,1.80477e-13,5.49346e-42,2.9541e-37,3.9161e-12,2.50051e-39
26,3.34185e-30,6.91869e-33,1.53671e-27,2.28299e-07,9.96139e-19,1.63775e-05,2.46288e-49,2.01112e-13,5.91152e-42,3.16882e-37,4.1824e-12,2.60031e-39
27,3.34185e-30,7.21267e-33,1.54953e-27,2.36889e-07,9.96132e-19,1.63689e-05,2.73966e-49,2.23083e-13,6.3427e-42,3.38951e-37,4.45429e-12,2.70008e-39
28,3.34185e-30,7.50867e-33,1.56234e-27,2.45465e-07,9.96124e-19,1.63603e-05,3.03483e-49,2.46405e-13,6.7868e-42,3.61608e-37,4.73164e-12,2.79984e-39
29,3.34185e-30,7.8067e-33,1.57516e-27,2.54027e-07,9.96116e-19,1.63517e-05,3.34872e-49,2.71088e-13,7.24361e-42,3.84846e-37,5.01433e-12,2.89958e-39
30,3.34185e-30,8.10676e-33,1.58797e-27,2.62576e-07,9.96108e-19,1.63432e-05,3.68165e-49,2.97139e-13,7.71294e-42,4.08659e-37,5.30228e-12,2.99931e-39
31,3.34185e-30,8.40883e-33,1.60078e-27,2.7111e-07,9.961e-19,1.63347e-05,4.03393e-49,3.24562e-13,8.19461e-42,4.33041e-37,5.59541e-12,3.09902e-39
32,3.34185e-30,8.71291e-33,1.61359e-27,2.79631e-07,9.96092e-19,1.63261e-05,4.40581e-49,3.53359e-13,8.68842e-42,4.5799e-37,5.8937e-12,3.19871e-39
33,3.34185e-30,9.01901e-33,1.6264e-27,2.88138e-07,9.96084e-19,1.63176e-05,4.79805e-49,3.83617e-13,9.19412e-42,4.83468e-37,6.19636e-12,3.29839e-39
34,3.34185e-30,9.32711e-33,1.63921e-27,2.96631e-07,9.96076e-19,1.63091e-05,5.21144e-49,4.15429e-13,9.71146e-42,5.0944e-37,6.5026e-12,3.39805e-39
35,3.34185e-30,9.63721e-33,1.65201e-27,3.0511e-07,9.96068e-19,1.63007e-05,5.64631e-49,4.48809e-13,1.02402e-41,5.35895e-37,6.81225e-12,3.4977e-39
36,3.34185e-30,9.94931e-33,1.66482e-27,3.13576e-07,9.9606e-19,1.62922e-05,6.10296e-49,4.83773e-13,1.07803e-41,5.62825e-37,7.12516e-12,3.59733e-39
37,3.34185e-30,1.02634e-32,1.67762e-27,3.22028e-07,9.96052e-19,1.62837e-05,6.58168e-49,5.2033e-13,1.13314e-41,5.90223e-37,7.44123e-12,3.69695e-39
38,3.34185e-30,1.05795e-32,1.69043e-27,3.30466e-07,9.96044e-19,1.62753e-05,7.08273e-49,5.58492e-13,1.18934e-41,6.18083e-37,7.76032e-12,3.79655e-39
39,3.34185e-30,1.08976e-32,1.70323e-27,3.38891e-07,9.96036e-19,1.62669e-05,7.60638e-49,5.98266e-13,1.24661e-41,6.46397e-37,8.08235e-12,3.89613e-39
40,3.34185e-30,1.12176e-32,1.71603e-27,3.47302e-07,9.96028e-19,1.62585e-05,8.15284e-49,6.39658e-13,1.30494e-41,6.75162e-37,8.40725e-12,3.9957e-39
41,3.34185e-30,1.15397e-32,1.72883e-27,3.55699e-07,9.9602e-19,1.62501e-05,8.72233e-49,6.82671e-13,1.3643e-41,7.04372e-37,8.73495e-12,4.09526e-39
42,3.34185e-30,1.18637e-32,1.74162e-27,3.64083e-07,9.96012e-19,1.62417e-05,9.31504e-49,7.27308e-13,1.42469e-41,7.34025e-37,9.06542e-12,4.1948e-39
43,3.34185e-30,1.21897e-32,1.75442e-27,3.72453e-07,9.96004e-19,1.62333e-05,9.93114e-49,7.73568e-13,1.48608e-41,7.64116e-37,9.39862e-12,4.29432e-39
44,3.34185e-30,1.25176e-32,1.76722e-27,3.80809e-07,9.95996e-19,1.6225e-05,1.05708e-48,8.21449e-13,1.54847e-41,7.94645e-37,9.73455e-12,4.39383e-39
45,3.34185e-30,1.28476e-32,1.78001e-27,3.89152e-07,9.95988e-19,1.62166e-05,1.12341e-48,8.70946e-13,1.61183e-41,8.25609e-37,1.00732e-11,4.49333e-39
46,3.34185e-30,1.31795e-32,1.7928e-27,3.97482e-07,9.9598e-19,1.62083e-05,1.19212e-48,9.22054e-13,1.67616e-41,8.57009e-37,1.04147e-11,4.59281e-39
47,3.34185e-30,1.35133e-32,1.8056e-27,4.05798e-07,9.95972e-19,1.62e-05,1.26321e-48,9.74765e-13,1.74143e-41,8.88845e-37,1.07589e-11,4.69227e-39
48,3.34185e-30,1.38491e-32,1.81839e-27,4.14101e-07,9.95964e-19,1.61917e-05,1.3367e-48,1.02907e-12,1.80764e-41,9.21117e-37,1.1106e-11,4.79172e-39
49,3.34185e-30,1.41869e-32,1.83118e-27,4.2239e-07,9.95956e-19,1.61834e-05,1.4126e-48,1.08495e-12,1.87477e-41,9.53827e-37,1.14561e-11,4.89116e-39
50,3.34185e-30,1.45266e-32,1.84396e-27,4.30665e-07,9.95948e-19,1.61751e-05,1.49089e-48,1.1424e-12,1.9428e-41,9.86979e-37,1.18092e-11,4.99058e-39
51,3.34185e-30,1.48682e-32,1.85675e-27,4.38928e-07,9.9594e-19,1.61668e-05,1.57159e-48,1.20139e-12,2.01173e-41,1.02058e-36,1.21654e-11,5.08999e-39
52,3.34185e-30,1.52118e-32,1.86954e-27,4.47177e-07,9.95932e-19,1.61586e-05,1.65469e-48,1.26192e-12,2.08155e-41,1.05462e-36,1.2525e-11,5.18938e-39
53,3.34185e-30,1.55573e-32,1.88232e-27,4.55412e-07,9.95924e-19,1.61504e-05,1.7402e-48,1.32396e-12,2.15223e-41,1.08912e-36,1.28879e-11,5.28876e-39
54,3.34185e-30,1.59048e-32,1.89511e-27,4.63635e-07,9.95916e-19,1.61421e-05,1.8281e-48,1.38749e-12,2.22378e-41,1.12408e-36,1.32545e-11,5.38813e-39
55,3.34185e-30,1.62541e-32,1.90789e-27,4.71843e-07,9.95908e-19,1.61339e-05,1.91842e-48,1.45255e-12,2.29617e-41,1.15948e-36,1.36243e-11,5.48748e-39
56,3.34185e-30,1.66055e-32,1.92067e-27,4.80039e-07,9.959e-19,1.61257e-05,2.01129e-48,1.51932e-12,2.36938e-41,1.19525e-36,1.39956e-11,5.58681e-39
57,3.34185e-30,1.69587e-32,1.93345e-27,4.88222e-07,9.95892e-19,1.61175e-05,2.10671e-48,1.58785e-12,2.44338e-41,1.23137e-36,1.43682e-11,5.68614e-39
58,3.34185e-30,1.73138e-32,1.94623e-27,4.96391e-07,9.95885e-19,1.61094e-05,2.2047e-48,1.65813e-12,2.51817e-41,1.26785e-36,1.47421e-11,5.78545e-39
59,3.34185e-30,1.76709e-32,1.959e-27,5.04547e-07,9.95877e-19,1.61012e-05,2.30527e-48,1.73018e-12,2.59373e-41,1.30468e-36,1.5117e-11,5.88474e-39
60,3.34185e-30,1.80299e-32,1.97178e-27,5.12689e-07,9.95869e-19,1.60931e-05,2.40843e-48,1.80402e-12,2.67006e-41,1.34184e-36,1.54929e-11,5.98402e-39
61,3.34185e-30,1.83907e-32,1.98456e-27,5.20819e-07,9.95861e-19,1.60849e-05,2.51417e-48,1.87963e-12,2.74713e-41,1.37934e-36,1.58697e-11,6.08329e-39
62,3.34185e-30,1.87535e-32,1.99733e-27,5.28935e-07,9.95853e-19,1.60768e-05,2.62252e-48,1.95705e-12,2.82494e-41,1.41717e-36,1.62472e-11,6.18255e-39
63,3.34185e-30,1.91182e-32,2.0101e-27,5.37038e-07,9.95845e-19,1.60687e-05,2.73347e-48,2.03626e-12,2.90347e-41,1.45532e-36,1.66254e-11,6.28179e-39
64,3.34185e-30,1.94848e-32,2.02287e-27,5.45128e-07,9.95837e-19,1.60606e-05,2.84702e-48,2.11729e-12,2.98271e-41,1.49379e-36,1.70042e-11,6.38101e-39
65,3.34185e-30,1.98533e-32,2.03564e-27,5.53205e-07,9.95829e-19,1.60526e-05,2.96318e-48,2.20014e-12,3.06266e-41,1.53257e-36,1.73835e-11,6.48023e-39
66,3.34185e-30,2.02237e-32,2.04841e-27,5.61269e-07,9.95821e-19,1.60445e-05,3.08195e-48,2.28482e-12,3.1433e-41,1.57167e-36,1.77632e-11,6.57943e-39
67,3.34185e-30,2.05959e-32,2.06118e-27,5.6932e-07,9.95813e-19,1.60364e-05,3.20334e-48,2.37133e-12,3.22461e-41,1.61107e-36,1.81432e-11,6.67862e-39
68,3.34185e-30,2.097e-32,2.07395e-27,5.77358e-07,9.95805e-19,1.60284e-05,3.32733e-48,2.45968e-12,3.3066e-41,1.65077e-36,1.85235e-11,6.77779e-39
69,3.34185e-30,2.13461e-32,2.08671e-27,5.85383e-07,9.95797e-19,1.60204e-05,3.45393e-48,2.54988e-12,3.38924e-41,1.69077e-36,1.89039e-11,6.87695e-39
70,3.34185e-30,2.1724e-32,2.09948e-27,5.93395e-07,9.95789e-19,1.60124e-05,3.58314e-48,2.64193e-12,3.47253e-41,1.73106e-36,1.92844e-11,6.9761e-39
71,3.34185e-30,2.21037e-32,2.11224e-27,6.01394e-07,9.95781e-19,1.60044e-05,3.71495e-48,2.73584e-12,3.55646e-41,1.77164e-36,1.96649e-11,7.07524e-39
72,3.34185e-30,2.24853e-32,2.125e-27,6.09379e-07,9.95773e-19,1.59964e-05,3.84936e-48,2.83162e-12,3.64102e-41,1.81251e-36,2.00453e-11,7.17436e-39
73,3.34185e-30,2.28688e-32,2.13776e-27,6.17352e-07,9.95765e-19,1.59884e-05,3.98636e-48,2.92926e-12,3.72619e-41,1.85366e-36,2.04257e-11,7.27347e-39
74,3.34185e-30,2.32542e-32,2.15052e-27,6.25312e-07,9.95757e-19,1.59804e-05,4.12594e-48,3.02878e-12,3.81198e-41,1.89509e-36,2.08058e-11,7.37256e-39
75,3.34185e-30,2.36414e-32,2.16328e-27,6.3326e-07,9.95749e-19,1.59725e-05,4.2681e-48,3.13017e-12,3.89837e-41,1.9368e-36,2.11856e-11,7.47165e-39
76,3.34185e-30,2.40305e-32,2.17603e-27,6.41194e-07,9.95741e-19,1.59646e-05,4.41283e-48,3.23345e-12,3.98536e-41,1.97878e-36,2.15652e-11,7.57072e-39
77,3.34185e-30,2.44214e-32,2.18879e-27,6.49115e-07,9.95733e-19,1.59566e-05,4.56012e-48,3.33861e-12,4.07292e-41,2.02103e-36,2.19444e-11,7.66977e-39
78,3.34185e-30,2.48142e-32,2.20154e-27,6.57024e-07,9.95725e-19,1.59487e-05,4.71001e-48,3.44568e-12,4.16106e-41,2.06354e-36,2.23229e-11,7.76882e-39
79,3.34185e-30,2.52088e-32,2.2143e-27,6.6492e-07,9.95717e-19,1.59408e-05,4.86253e-48,3.55468e-12,4.24975e-41,2.1063e-36,2.27008e-11,7.86785e-39
80,3.34185e-30,2.56053e-32,2.22705e-27,6.72803e-07,9.95709e-19,1.59329e-05,5.01766e-48,3.66561e-12,4.33899e-41,2.14931e-36,2.30778e-11,7.96687e-39
81,3.34185e-30,2.60036e-32,2.2398e-27,6.80673e-07,9.95701e-19,1.59251e-05,5.1754e-48,3.77847e-12,4.42876e-41,2.19256e-36,2.34539e-11,8.06588e-39
82,3.34185e-30,2.64037e-32,2.25255e-27,6.88531e-07,9.95693e-19,1.59172e-05,5.33575e-48,3.89327e-12,4.51906e-41,2.23605e-36,2.3829e-11,8.16487e-39
83,3.34185e-30,2.68057e-32,2.2653e-27,6.96376e-07,9.95685e-19,1.59094e-05,5.4987e-48,4.01002e-12,4.60988e-41,2.27977e-36,2.42031e-11,8.26385e-39
84,3.34185e-30,2.72095e-32,2.27805e-27,7.04208e-07,9.95677e-19,1.59015e-05,5.66425e-48,4.12873e-12,4.7012e-41,2.32373e-36,2.4576e-11,8.36282e-39
85,3.34185e-30,2.76151e-32,2.29079e-27,7.12027e-07,9.95669e-19,1.58937e-05,5.8324e-48,4.24939e-12,4.79304e-41,2.36792e-36,2.49478e-11,8.46178e-39
86,3.34185e-30,2.80225e-32,2.30354e-27,7.19834e-07,9.95661e-19,1.58859e-05,6.00313e-48,4.37202e-12,4.88536e-41,2.41233e-36,2.53183e-11,8.56073e-39
87,3.34185e-30,2.84317e-32,2.31628e-27,7.27628e-07,9.95653e-19,1.58781e-05,6.17644e-48,4.49662e-12,4.97817e-41,2.45697e-36,2.56874e-11,8.65966e-39
88,3.34185e-30,2.88428e-32,2.32902e-27,7.3541e-07,9.95646e-19,1.58703e-05,6.35233e-48,4.6232e-12,5.07146e-41,2.50182e-36,2.60552e-11,8.75858e-39
89,3.34185e-30,2.92557e-32,2.34176e-27,7.43179e-07,9.95638e-19,1.58626e-05,6.53077e-48,4.75175e-12,5.16522e-41,2.54689e-36,2.64215e-11,8.85749e-39
90,3.34185e-30,2.96704e-32,2.3545e-27,7.50935e-07,9.9563e-19,1.58548e-05,6.71177e-48,4.88228e-12,5.25944e-41,2.59218e-36,2.67862e-11,8.95638e-39
91,3.34185e-30,3.00868e-32,2.36724e-27,7.58679e-07,9.95622e-19,1.58471e-05,6.89531e-48,5.01481e-12,5.35412e-41,2.63767e-36,2.71494e-11,9.05527e-39
92,3.34185e-30,3.05051e-32,2.37998e-27,7.6641e-07,9.95614e-19,1.58393e-05,7.08139e-48,5.14932e-12,5.44925e-41,2.68337e-36,2.75109e-11,9.15414e-39
93,3.34185e-30,3.09252e-32,2.39272e-27,7.74129e-07,9.95606e-19,1.58316e-05,7.26999e-48,5.28584e-12,5.54481e-41,2.72928e-36,2.78707e-11,9.253e-39
94,3.34185e-30,3.13471e-32,2.40545e-27,7.81835e-07,9.95598e-19,1.58239e-05,7.4611e-48,5.42435e-12,5.64082e-41,2.77538e-36,2.82287e-11,9.35185e-39
95,3.34185e-30,3.17707e-32,2.41819e-27,7.89529e-07,9.9559e-19,1.58162e-05,7.65471e-48,5.56486e-12,5.73725e-41,2.82169e-36,2.8585e-11,9.45068e-39
96,3.34185e-30,3.21962e-32,2.43092e-27,7.9721e-07,9.95582e-19,1.58085e-05,7.8508e-48,5.70739e-12,5.83411e-41,2.86819e-36,2.89393e-11,9.54951e-39
97,3.34185e-30,3.26234e-32,2.44365e-27,8.04879e-07,9.95574e-19,1.58009e-05,8.04937e-48,5.85192e-12,5.93138e-41,2.91489e-36,2.92917e-11,9.64832e-39
98,3.34185e-30,3.30524e-32,2.45638e-27,8.12536e-07,9.95566e-19,1.57932e-05,8.2504e-48,5.99847e-12,6.02906e-41,2.96178e-36,2.96421e-11,9.74712e-39
99,3.34185e-30,3.34832e-32,2.46911e-27,8.2018e-07,9.95558e-19,1.57856e-05,8.45387e-48,6.14703e-12,6.12715e-41,3.00886e-36,2.99905e-11,9.84591e-39
100,3.34185e-30,3.39158e-32,2.48184e-27,8.27812e-07,9.9555e-19,1.57779e-05,8.65935e-48,6.29846e-12,6.22572e-41,3.0559e-36,3.03297e-11,9.94468e-39
