time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL
53,3.17229e-29,3.35504e-19,8.47534e-18,1.33919e-05,5.00037e-17,3.21384e-06,1.35222e-31,1.09932e-14,5.10398e-28,5.38341e-19,1.01849e-12,7.38364e-29
54,3.08361e-29,3.34885e-19,8.37702e-18,1.34199e-05,4.93578e-17,3.18584e-06,1.37774e-31,1.15088e-14,5.10395e-28,5.52919e-19,1.044e-12,7.34506e-29
55,2.99753e-29,3.34107e-19,8.27903e-18,1.34462e-05,4.87203e-17,3.1596e-06,1.40326e-31,1.20372e-14,5.10393e-28,5.67404e-19,1.06954e-12,7.30457e-29
56,2.91396e-29,3.3318e-19,8.18145e-18,1.34708e-05,4.80911e-17,3.13501e-06,1.42878e-31,1.25784e-14,5.1039e-28,5.81788e-19,1.09511e-12,7.26228e-29
57,2.83284e-29,3.3211e-19,8.08434e-18,1.34938e-05,4.74699e-17,3.11195e-06,1.4543e-31,1.31323e-14,5.10388e-28,5.96065e-19,1.1207e-12,7.2183e-29
58,2.75407e-29,3.30908e-19,7.98777e-18,1.35154e-05,4.68568e-17,3.09035e-06,1.47982e-31,1.36991e-14,5.10385e-28,6.10228e-19,1.14632e-12,7.17273e-29
59,2.67761e-29,3.29579e-19,7.89179e-18,1.35357e-05,4.62516e-17,3.0701e-06,1.50534e-31,1.42787e-14,5.10382e-28,6.24272e-19,1.17195e-12,7.12566e-29
60,2.60337e-29,3.28133e-19,7.79644e-18,1.35547e-05,4.56542e-17,3.05112e-06,1.53086e-31,1.4871e-14,5.1038e-28,6.3819e-19,1.1976e-12,7.07718e-29
61,2.53129e-29,3.26576e-19,7.70178e-18,1.35724e-05,4.50646e-17,3.03333e-06,1.55638e-31,1.54763e-14,5.10377e-28,6.51978e-19,1.22326e-12,7.0274e-29
62,2.46131e-29,3.24915e-19,7.60783e-18,1.35891e-05,4.44825e-17,3.01666e-06,1.5819e-31,1.60943e-14,5.10375e-28,6.65631e-19,1.24893e-12,6.97639e-29
63,2.39336e-29,3.23156e-19,7.51463e-18,1.36047e-05,4.3908e-17,3.00104e-06,1.60741e-31,1.67252e-14,5.10372e-28,6.79143e-19,1.27462e-12,6.92424e-29
64,2.32738e-29,3.21307e-19,7.42221e-18,1.36194e-05,4.33409e-17,2.98639e-06,1.63293e-31,1.73689e-14,5.10369e-28,6.92512e-19,1.30031e-12,6.87103e-29
65,2.26332e-29,3.19373e-19,7.33059e-18,1.36331e-05,4.27811e-17,2.97267e-06,1.65845e-31,1.80255e-14,5.10367e-28,7.05733e-19,1.326e-12,6.81684e-29
66,2.20111e-29,3.1736e-19,7.2398e-18,1.3646e-05,4.22285e-17,2.9598e-06,1.68397e-31,1.86949e-14,5.10364e-28,7.18802e-19,1.3517e-12,6.76173e-29
67,2.1407e-29,3.15274e-19,7.14986e-18,1.3658e-05,4.16831e-17,2.94774e-06,1.70949e-31,1.93772e-14,5.10362e-28,7.31717e-19,1.3774e-12,6.70578e-29
68,2.08204e-29,3.1312e-19,7.06078e-18,1.36693e-05,4.11447e-17,2.93644e-06,1.735e-31,2.00723e-14,5.10359e-28,7.44475e-19,1.40311e-12,6.64906e-29
69,2.02507e-29,3.10903e-19,6.97258e-18,1.36799e-05,4.06133e-17,2.92585e-06,1.76052e-31,2.07803e-14,5.10356e-28,7.57072e-19,1.42881e-12,6.59163e-29
70,1.96974e-29,3.08628e-19,6.88527e-18,1.36899e-05,4.00887e-17,2.91592e-06,1.78604e-31,2.15011e-14,5.10354e-28,7.69508e-19,1.45451e-12,6.53356e-29
71,1.91602e-29,3.063e-19,6.79886e-18,1.36992e-05,3.9571e-17,2.90662e-06,1.81156e-31,2.22348e-14,5.10351e-28,7.81779e-19,1.4802e-12,6.4749e-29
72,1.86383e-29,3.03922e-19,6.71335e-18,1.37079e-05,3.90599e-17,2.8979e-06,1.83707e-31,2.29813e-14,5.10349e-28,7.93883e-19,1.5059e-12,6.41571e-29
73,1.81315e-29,3.01501e-19,6.62875e-18,1.37161e-05,3.85554e-17,2.88972e-06,1.86259e-31,2.37407e-14,5.10346e-28,8.05819e-19,1.53158e-12,6.35605e-29
74,1.76393e-29,2.99038e-19,6.54507e-18,1.37237e-05,3.80574e-17,2.88206e-06,1.88811e-31,2.45129e-14,5.10343e-28,8.17586e-19,1.55726e-12,6.29596e-29
75,1.71612e-29,2.96539e-19,6.46231e-18,1.37309e-05,3.75658e-17,2.87488e-06,1.91363e-31,2.5298e-14,5.10341e-28,8.29182e-19,1.58293e-12,6.2355e-29
76,1.66968e-29,2.94007e-19,6.38048e-18,1.37376e-05,3.70806e-17,2.86815e-06,1.93914e-31,2.60959e-14,5.10338e-28,8.40606e-19,1.60859e-12,6.17472e-29
77,1.62457e-29,2.91444e-19,6.29956e-18,1.37439e-05,3.66017e-17,2.86185e-06,1.96466e-31,2.69066e-14,5.10336e-28,8.51857e-19,1.63424e-12,6.11366e-29
78,1.58075e-29,2.88856e-19,6.21956e-18,1.37498e-05,3.6129e-17,2.85593e-06,1.99018e-31,2.77301e-14,5.10333e-28,8.62935e-19,1.65989e-12,6.05237e-29
79,1.53818e-29,2.86244e-19,6.14048e-18,1.37554e-05,3.56623e-17,2.85039e-06,2.01569e-31,2.85665e-14,5.10331e-28,8.73839e-19,1.68552e-12,5.99089e-29
80,1.49683e-29,2.83612e-19,6.06232e-18,1.37606e-05,3.52017e-17,2.8452e-06,2.04121e-31,2.94156e-14,5.10328e-28,8.84569e-19,1.71114e-12,5.92925e-29
81,1.45666e-29,2.80962e-19,5.98508e-18,1.37654e-05,3.4747e-17,2.84033e-06,2.06672e-31,3.02776e-14,5.10325e-28,8.95124e-19,1.73674e-12,5.8675e-29
82,1.41764e-29,2.78297e-19,5.90874e-18,1.377e-05,3.42983e-17,2.83577e-06,2.09224e-31,3.11524e-14,5.10323e-28,9.05504e-19,1.76234e-12,5.80568e-29
83,1.37972e-29,2.7562e-19,5.83331e-18,1.37743e-05,3.38553e-17,2.8315e-06,2.11776e-31,3.20399e-14,5.1032e-28,9.1571e-19,1.78791e-12,5.74381e-29
84,1.34288e-29,2.72933e-19,5.75878e-18,1.37783e-05,3.3418e-17,2.82749e-06,2.14327e-31,3.29403e-14,5.10318e-28,9.25741e-19,1.81348e-12,5.68193e-29
85,1.30709e-29,2.70238e-19,5.68515e-18,1.3782e-05,3.29864e-17,2.82373e-06,2.16879e-31,3.38534e-14,5.10315e-28,9.35597e-19,1.83903e-12,5.62008e-29
86,1.27232e-29,2.67537e-19,5.6124e-18,1.37856e-05,3.25603e-17,2.82021e-06,2.1943e-31,3.47793e-14,5.10312e-28,9.4528e-19,1.86457e-12,5.55828e-29
87,1.23852e-29,2.64833e-19,5.54054e-18,1.37889e-05,3.21398e-17,2.81691e-06,2.21982e-31,3.5718e-14,5.1031e-28,9.54789e-19,1.89009e-12,5.49656e-29
88,1.20569e-29,2.62127e-19,5.46955e-18,1.3792e-05,3.17247e-17,2.81382e-06,2.24533e-31,3.66694e-14,5.10307e-28,9.64125e-19,1.91559e-12,5.43495e-29
89,1.17378e-29,2.59421e-19,5.39944e-18,1.37949e-05,3.13149e-17,2.81092e-06,2.27085e-31,3.76335e-14,5.10305e-28,9.73289e-19,1.94108e-12,5.37348e-29
90,1.14278e-29,2.56716e-19,5.33018e-18,1.37976e-05,3.09104e-17,2.80821e-06,2.29636e-31,3.86105e-14,5.10302e-28,9.82281e-19,1.96655e-12,5.31216e-29
91,1.11264e-29,2.54015e-19,5.26178e-18,1.38001e-05,3.05112e-17,2.80566e-06,2.32188e-31,3.96001e-14,5.10299e-28,9.91102e-19,1.992e-12,5.25103e-29
92,1.08336e-29,2.51318e-19,5.19423e-18,1.38025e-05,3.01171e-17,2.80327e-06,2.34739e-31,4.06025e-14,5.10297e-28,9.99754e-19,2.01744e-12,5.19011e-29
93,1.0549e-29,2.48628e-19,5.12751e-18,1.38047e-05,2.97281e-17,2.80104e-06,2.37291e-31,4.16175e-14,5.10294e-28,1.00824e-18,2.04286e-12,5.12941e-29
94,1.02724e-29,2.45945e-19,5.06163e-18,1.38068e-05,2.93442e-17,2.79894e-06,2.39842e-31,4.26453e-14,5.10292e-28,1.01655e-18,2.06826e-12,5.06896e-29
95,1.00036e-29,2.43271e-19,4.99657e-18,1.38088e-05,2.89652e-17,2.79698e-06,2.42394e-31,4.36858e-14,5.10289e-28,1.0247e-18,2.09364e-12,5.00878e-29
96,9.74223e-30,2.40606e-19,4.93232e-18,1.38106e-05,2.8591e-17,2.79513e-06,2.44945e-31,4.47389e-14,5.10286e-28,1.03268e-18,2.11901e-12,4.94888e-29
97,9.48823e-30,2.37952e-19,4.86889e-18,1.38124e-05,2.82218e-17,2.79341e-06,2.47496e-31,4.58048e-14,5.10284e-28,1.0405e-18,2.14435e-12,4.88929e-29
98,9.24132e-30,2.35311e-19,4.80624e-18,1.3814e-05,2.78573e-17,2.79179e-06,2.50048e-31,4.68833e-14,5.10281e-28,1.04815e-18,2.16968e-12,4.83001e-29
99,9.0013e-30,2.32682e-19,4.74439e-18,1.38155e-05,2.74974e-17,2.79028e-06,2.52599e-31,4.79745e-14,5.10279e-28,1.05564e-18,2.19499e-12,4.77106e-29
100,8.76797e-30,2.30066e-19,4.68332e-18,1.38169e-05,2.71423e-17,2.78885e-06,2.5515e-31,4.90783e-14,5.10276e-28,1.06298e-18,2.22028e-12,4.71246e-29
